pair_id,subject_id,axis,positive_earlier_calc,polarity,year,benchmark__control_score,regime__signed__elemental_environment_shift,regime__active__elemental_environment_shift,regime__ambiguous__elemental_environment_shift,regime__signed__yong_xiang_support_shift,regime__active__yong_xiang_support_shift,regime__ambiguous__yong_xiang_support_shift,regime__signed__structural_activation_shift,regime__active__structural_activation_shift,regime__ambiguous__structural_activation_shift,regime__signed__geju_state_change,regime__active__geju_state_change,regime__ambiguous__geju_state_change,regime__signed__special_structure_change,regime__active__special_structure_change,regime__ambiguous__special_structure_change,regime__signed__tiaohou_change,regime__active__tiaohou_change,regime__ambiguous__tiaohou_change,regime__signed__rooting_exposure_change,regime__active__rooting_exposure_change,regime__ambiguous__rooting_exposure_change,regime__signed__major_relation_change,regime__active__major_relation_change,regime__ambiguous__major_relation_change,regime__signed__key_pillar_change,regime__active__key_pillar_change,regime__ambiguous__key_pillar_change,regime__signed__stem_branch_convergence,regime__active__stem_branch_convergence,regime__ambiguous__stem_branch_convergence,regime__direction_score,regime__contradiction_count,regime__confidence,regime__n_active,regime__n_agree,regime__relation_intensity,regime__season_efficacy,regime__stem_rooted,regime__fav_minus_unfav_clean,regime_relrole__COMPETING_HAP_CLASH,regime_relrole__AMBIGUOUS,regime_relrole__SUPPORTS_USEFUL_OR_BINDS,regime_relrole__SUPPORTS_HARMFUL,regime_relrole__CLASHES_USEFUL_STRUCTURE,regime_relrole__CLASHES_HARMFUL_STRUCTURE,regime_relrole__STRUCTURAL_MOVEMENT,yearctx__contextual_trigger,yearctx__dy_context,yearctx__event_intensity,yearctx__valence,yearctx__reinforce,yearctx__fuyin_natal_year,yearctx__fuyin_natal_dae,yearctx__binglin_dy,yearctx__fanyin,tgctx__stem_effect,tgctx__stem_role__SUPPORTS_USEFUL_STRUCTURE,tgctx__stem_role__CONTROLS_EXCESS,tgctx__stem_role__OVERBURDENS_WEAK_STRUCTURE,tgctx__stem_role__DRAINS_EXCESS,tgctx__stem_role__DRAINS_WEAK,tgctx__stem_role__SUPPLIES_NEEDED_RESOURCE,tgctx__stem_role__FEEDS_HARMFUL_EXCESS,tgctx__stem_role__OVERBURDENS_OR_COVERS,tgctx__stem_role__AMBIGUOUS,tgctx__stem_role__NEUTRAL,tgctx__branch_effect,tgctx__branch_role__SUPPORTS_USEFUL_STRUCTURE,tgctx__branch_role__CONTROLS_EXCESS,tgctx__branch_role__OVERBURDENS_WEAK_STRUCTURE,tgctx__branch_role__DRAINS_EXCESS,tgctx__branch_role__DRAINS_WEAK,tgctx__branch_role__SUPPLIES_NEEDED_RESOURCE,tgctx__branch_role__FEEDS_HARMFUL_EXCESS,tgctx__branch_role__OVERBURDENS_OR_COVERS,tgctx__branch_role__AMBIGUOUS,tgctx__branch_role__NEUTRAL,year_natal_rel__valence,year_natal_rel__intensity,year_natal_rel__role__COMPETING_HAP_CLASH,year_natal_rel__role__AMBIGUOUS,year_natal_rel__role__SUPPORTS_USEFUL_OR_BINDS,year_natal_rel__role__SUPPORTS_HARMFUL,year_natal_rel__role__CLASHES_USEFUL_STRUCTURE,year_natal_rel__role__CLASHES_HARMFUL_STRUCTURE,year_natal_rel__role__STRUCTURAL_MOVEMENT,year_elem__stem_sign,year_elem__branch_sign
V4UD_018_P01,V4UD_018,COMPETITIVE,True,positive,2006,70.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,0.0,-0.28,1.0,0.0,-0.5,1.0,0.0,1.0,1.0,0.0,0.1752,2.0,0.35,5.0,3.0,1.63,-0.25,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.7396110000000001,1.2,2.42,-1.21,1.0,0.0,0.0,0.0,0.0,-0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.01,2.42,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0
V4UD_018_P01,V4UD_018,COMPETITIVE,True,negative,2007,72.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,0.0,-0.28,1.0,0.0,-0.5,1.0,0.0,1.0,1.0,0.0,0.1752,2.0,0.35,5.0,3.0,1.63,-0.25,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.03059471875,1.2,2.4675,1.3074999999999999,1.0,0.0,0.0,0.0,1.0,-0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2574999999999998,1.8675,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
V4UD_019_P01,V4UD_019,COMPETITIVE,True,positive,2010,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15,1.0,1.0,1.0,1.0,0.0,0.5,1.0,0.0,0.0,1.0,1.0,0.1401,1.0,0.6,4.0,2.0,2.7475,0.25,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.29440124999999995,0.0,1.6999999999999997,0.38249999999999995,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10749999999999993,1.6999999999999997,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,-1.0
V4UD_019_P01,V4UD_019,COMPETITIVE,True,negative,2011,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15,1.0,1.0,1.0,1.0,0.0,0.5,1.0,0.0,0.0,1.0,1.0,0.1401,1.0,0.6,4.0,2.0,2.7475,0.25,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,-0.030250000000000027,0.0,0.63,-0.13,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.405,0.63,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0
V4UD_020_P01,V4UD_020,COMPETITIVE,False,positive,1954,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6,1.0,0.0,-0.5475,1.0,0.0,-0.5,1.0,0.0,0.0,1.0,1.0,-0.1586,0.0,0.75,4.0,3.0,1.6575,-0.25,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.1231250000000001,-1.2,1.225,-0.4875000000000001,-1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7875000000000001,1.225,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0
V4UD_020_P01,V4UD_020,COMPETITIVE,False,negative,1951,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6,1.0,0.0,-0.5475,1.0,0.0,-0.5,1.0,0.0,0.0,1.0,1.0,-0.1586,0.0,0.75,4.0,3.0,1.6575,-0.25,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.010624999999999982,0.0,2.2874999999999996,-0.16250000000000003,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16250000000000003,2.2874999999999996,0.0,0.0,0.0,2.0,0.0,1.0,0.0,-1.0,1.0
V4UD_004_P01,V4UD_004,COMPETITIVE,True,positive,1994,48.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8,1.0,0.0,-0.8,1.0,0.0,0.0,0.0,0.0,-0.6,1.0,0.0,-0.94,1.0,0.0,-0.5,1.0,0.0,-1.0,1.0,0.0,-0.6275,0.0,0.9,7.0,7.0,2.3175,0.75,0.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.00534,0.0,2.04,1.45,0.0,0.0,0.0,0.0,0.0,0.45,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.2,2.04,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-1.0,1.0
V4UD_004_P01,V4UD_004,COMPETITIVE,True,negative,1995,42.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8,1.0,0.0,-0.8,1.0,0.0,0.0,0.0,0.0,-0.6,1.0,0.0,-0.94,1.0,0.0,-0.5,1.0,0.0,-1.0,1.0,0.0,-0.6275,0.0,0.9,7.0,7.0,2.3175,0.75,0.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-0.18924999999999995,1.2,2.2924999999999995,-0.3849999999999999,1.0,0.0,0.0,0.0,0.0,0.45,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5349999999999999,2.2924999999999995,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-1.0,-1.0
V4UD_021_P01,V4UD_021,COMPETITIVE,True,positive,2011,63.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.0,0.0,0.8,1.0,0.0,0.0,0.0,0.0,0.6,1.0,0.0,-0.495,1.0,0.0,-0.5,1.0,0.0,1.0,1.0,0.0,0.3205,2.0,0.35,7.0,5.0,2.235,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,-0.25330662500000006,0.0,2.4475,-0.37000000000000005,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.37000000000000005,2.4475,0.0,0.0,0.0,2.0,0.0,1.0,0.0,-1.0,1.0
V4UD_021_P01,V4UD_021,COMPETITIVE,True,negative,2012,58.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.0,0.0,0.8,1.0,0.0,0.0,0.0,0.0,0.6,1.0,0.0,0.25499999999999995,1.0,0.0,0.5,1.0,0.0,1.0,1.0,0.0,0.4955,0.0,0.9,7.0,7.0,2.2875,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.137,0.0,0.7200000000000001,0.21500000000000002,0.0,0.0,0.0,0.0,0.0,-0.15,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.45,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09000000000000001,0.7200000000000001,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0
V4UD_022_P01,V4UD_022,COMPETITIVE,False,positive,1978,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15,1.0,1.0,-0.9925000000000002,1.0,0.0,-0.5,1.0,0.0,0.0,1.0,1.0,-0.1643,0.0,0.75,4.0,3.0,2.28,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-0.7616143125000001,-1.2,3.2975,-1.305,-1.0,0.0,0.0,0.0,0.0,0.35,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.605,3.2975,1.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0
V4UD_022_P01,V4UD_022,COMPETITIVE,False,negative,1977,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15,1.0,1.0,-0.9925000000000002,1.0,0.0,-0.5,1.0,0.0,0.0,1.0,1.0,-0.1643,0.0,0.75,4.0,3.0,2.28,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.14605728125,-1.2,2.5475,1.5924999999999998,-1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3424999999999998,2.5475,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
V4UD_023_P01,V4UD_023,COMPETITIVE,False,positive,1985,76.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.805,1.0,0.0,0.5,1.0,0.0,1.0,1.0,0.0,0.4628,0.0,0.9,5.0,5.0,2.2725,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,-0.13887500000000005,0.6,2.4225000000000003,-0.25250000000000006,0.5,0.0,0.0,0.0,0.0,-0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25250000000000006,2.4225000000000003,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
V4UD_023_P01,V4UD_023,COMPETITIVE,False,negative,1984,77.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.805,1.0,0.0,0.5,1.0,0.0,1.0,1.0,0.0,0.4628,0.0,0.9,5.0,5.0,2.2725,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,-0.6159015000000001,1.2,1.6400000000000001,-0.9825000000000002,1.0,0.0,0.0,0.0,0.0,-0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.35,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0575,1.6400000000000001,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
V4UD_024_P01,V4UD_024,COMPETITIVE,False,positive,2002,78.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.54,1.0,0.0,0.5,1.0,0.0,1.0,1.0,0.0,0.3889,0.0,0.9,5.0,5.0,1.6425,-0.25,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.591592,0.0,1.68,-0.9550000000000001,0.0,0.0,0.0,0.0,0.0,0.45,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.08,1.68,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,-1.0
V4UD_024_P01,V4UD_024,COMPETITIVE,False,negative,1992,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6,1.0,0.0,1.0,1.0,0.0,0.5,1.0,0.0,0.0,1.0,1.0,0.0967,1.0,0.6,4.0,2.0,1.7425,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-0.18775000000000003,0.0,1.13,-0.355,0.0,1.0,1.0,0.0,0.0,0.45,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.405,0.63,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0
V4UD_025_P01,V4UD_025,COMPETITIVE,True,positive,2005,71.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,0.0,0.715,1.0,0.0,0.5,1.0,0.0,1.0,1.0,0.0,0.3672,0.0,0.9,5.0,5.0,1.7825,-0.25,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7527480625,1.2,2.5825000000000005,1.04,1.0,0.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.715,1.7825000000000002,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
V4UD_025_P01,V4UD_025,COMPETITIVE,True,negative,2006,63.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,0.0,0.715,1.0,0.0,0.5,1.0,0.0,1.0,1.0,0.0,0.3672,0.0,0.9,5.0,5.0,1.7825,-0.25,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.012375000000000013,-1.2,2.5175,-0.02250000000000002,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.02250000000000002,2.5175,1.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.0,-1.0
V4UD_005_P01,V4UD_005,COMPETITIVE,False,positive,1988,54.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8,1.0,0.0,-0.8,1.0,0.0,0.0,0.0,0.0,-0.6,1.0,0.0,0.6025,1.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,-0.2176,2.0,0.35,6.0,4.0,2.33,0.25,0.0,-0.5,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.3505078125000002,0.0,2.4625,0.5250000000000001,0.0,0.0,0.0,0.0,0.0,-0.15,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.15,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5750000000000001,2.4625,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
V4UD_005_P01,V4UD_005,COMPETITIVE,False,negative,1984,53.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8,1.0,0.0,-0.8,1.0,0.0,0.0,0.0,0.0,-0.6,1.0,0.0,0.6025,1.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,-0.2176,2.0,0.35,6.0,4.0,2.33,0.25,0.0,-0.5,0.0,0.0,1.0,0.0,1.0,1.0,0.0,-0.18924999999999995,0.0,2.2275,-0.3849999999999999,0.0,0.0,0.0,0.0,0.0,0.45,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5349999999999999,2.2275,0.0,0.0,1.0,1.0,1.0,0.0,0.0,-1.0,1.0
V4UD_026_P01,V4UD_026,COMPETITIVE,True,positive,1988,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.9850000000000001,1.0,0.0,0.5,1.0,0.0,0.0,1.0,1.0,0.2578,0.0,0.75,4.0,3.0,2.2875,0.25,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.05137500000000006,-1.2,2.33,0.2025,-1.0,0.0,0.0,0.0,0.0,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6025,2.33,0.0,0.0,1.0,0.0,1.0,1.0,0.0,-1.0,-1.0
V4UD_026_P01,V4UD_026,COMPETITIVE,True,negative,1989,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.9850000000000001,1.0,0.0,0.5,1.0,0.0,0.0,1.0,1.0,0.2578,0.0,0.75,4.0,3.0,2.2875,0.25,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,-0.529625,0.0,0.8049999999999999,-0.8674999999999999,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.5175,0.8049999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,1.0
V4UD_006_P01,V4UD_006,COMPETITIVE,False,positive,2009,52.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15,1.0,1.0,1.0,1.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0389,2.0,0.35,4.0,2.0,3.5275,0.75,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,4.0,0.0,-0.62713075,-1.2,3.0925000000000002,-0.83,-1.0,0.0,0.0,0.0,0.0,-0.15,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.15,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.6799999999999999,3.0925000000000002,0.0,0.0,0.0,3.0,0.0,1.0,0.0,-1.0,-1.0
V4UD_006_P01,V4UD_006,COMPETITIVE,False,negative,2008,54.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15,1.0,1.0,1.0,1.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0389,2.0,0.35,4.0,2.0,3.5275,0.75,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.3044375,-0.6,3.5275,1.8249999999999997,-0.5,0.0,0.0,0.0,0.0,-0.15,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0749999999999997,3.5275,0.0,0.0,0.0,0.0,0.0,4.0,0.0,-1.0,0.0
V4UD_027_P01,V4UD_027,COMPETITIVE,False,positive,1975,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15,1.0,1.0,-1.0,1.0,0.0,-0.5,1.0,0.0,0.0,1.0,1.0,-0.1712,0.0,0.75,4.0,3.0,1.68,0.25,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.3620613749999999,1.2,2.8049999999999997,0.5549999999999998,1.0,0.0,0.0,0.0,0.0,-0.15,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.15,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7049999999999998,2.8049999999999997,0.0,0.0,0.0,0.0,1.0,2.0,0.0,-1.0,-1.0
V4UD_027_P01,V4UD_027,COMPETITIVE,False,negative,1972,66.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,1.0,1.0,0.0,0.5,1.0,0.0,-1.0,1.0,0.0,-0.1725,2.0,0.35,5.0,3.0,2.67,1.0,1.0,-1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,-0.31419200000000014,-1.2,1.68,-0.8300000000000001,-1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.08,1.68,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0
V4UD_029_P01,V4UD_029,COMPETITIVE,False,positive,1998,71.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,0.0,-0.4600000000000001,1.0,0.0,-0.5,1.0,0.0,1.0,1.0,0.0,0.1579,2.0,0.35,5.0,3.0,2.4975,-0.25,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,-0.1441250000000001,0.6,1.595,-0.4575000000000001,0.5,0.0,0.0,0.0,0.0,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.35,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5075000000000001,1.595,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
V4UD_029_P01,V4UD_029,COMPETITIVE,False,negative,1996,67.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,0.0,1.0,1.0,0.0,0.5,1.0,0.0,1.0,1.0,0.0,0.4254,0.0,0.9,5.0,5.0,2.2925,0.25,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.41723437500000005,1.2,2.3625,0.42500000000000004,1.0,0.0,0.0,0.0,0.0,-0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,2.3625,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
V4UD_030_P01,V4UD_030,COMPETITIVE,False,positive,1970,50.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.4624999999999999,1.0,0.0,0.5,1.0,0.0,-1.0,1.0,0.0,-0.2343,2.0,0.35,5.0,3.0,2.6175,1.0,1.0,-1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.9694875000000001,1.2,2.55,1.425,1.0,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.15,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5,2.55,0.0,0.0,0.0,0.0,0.0,3.0,0.0,-1.0,-1.0
