pair_id,subject_id,pair_origin,axis,repeat,fold,model,correct
V4EXP_PAIR_047,NEWDEV2_041,V4_TARGET_EXPANSION_2026-08-16,STATUS,1,0,TG5_GROUP_L2,0.0
V4PRE_PAIR_003,NEWDEV2_013,PREEXISTING_414_SOURCE_REVIEW,COMPETITIVE,1,0,TG10_STEM_L2,0.0
V4PRE_PAIR_009,NEWDEV2_030,PREEXISTING_414_SOURCE_REVIEW,COMPETITIVE,1,0,TG10_STEM_L2,0.0
V4PRE_PAIR_012,NEWDEV2_041,PREEXISTING_414_SOURCE_REVIEW,STATUS,1,0,TG10_STEM_L2,0.0
V4PRE_PAIR_019,NEWDEV2_068,PREEXISTING_414_SOURCE_REVIEW,PROJECT,1,0,TG10_STEM_L2,0.0
V4PRE_PAIR_028,NEWDEV2_090,PREEXISTING_414_SOURCE_REVIEW,COMPETITIVE,1,0,TG10_STEM_L2,0.0
V4PRE_PAIR_030,NEWDEV2_093,PREEXISTING_414_SOURCE_REVIEW,COMPETITIVE,1,0,TG10_STEM_L2,1.0
V4PRE_PAIR_037,MLV2_DEV_022,PREEXISTING_414_SOURCE_REVIEW,RECOGNITION,1,0,TG10_STEM_L2,0.0
V4PRE_PAIR_038,MLV2_DEV_022,PREEXISTING_414_SOURCE_REVIEW,RECOGNITION,1,0,TG10_STEM_L2,1.0
V4PRE_PAIR_048,MLV2_DEV_057,PREEXISTING_414_SOURCE_REVIEW,PROJECT,1,0,TG10_STEM_L2,0.0
V4PRE_PAIR_049,MLV2_DEV_058,PREEXISTING_414_SOURCE_REVIEW,PROJECT,1,0,TG10_STEM_L2,1.0
V4EXP_PAIR_006,MLV2_DEV_068,V4_TARGET_EXPANSION_2026-08-16,COMPETITIVE,1,0,TG10_STEM_L2,0.0
V4EXP_PAIR_007,MLV2_DEV_068,V4_TARGET_EXPANSION_2026-08-16,COMPETITIVE,1,0,TG10_STEM_L2,1.0
V4EXP_PAIR_008,MLV2_DEV_068,V4_TARGET_EXPANSION_2026-08-16,COMPETITIVE,1,0,TG10_STEM_L2,1.0
V4EXP_PAIR_009,MLV2_DEV_068,V4_TARGET_EXPANSION_2026-08-16,COMPETITIVE,1,0,TG10_STEM_L2,0.0
V4EXP_PAIR_010,MLV2_DEV_068,V4_TARGET_EXPANSION_2026-08-16,COMPETITIVE,1,0,TG10_STEM_L2,1.0
V4EXP_PAIR_034,MLV2_DEV_051,V4_TARGET_EXPANSION_2026-08-16,PROJECT,1,0,TG10_STEM_L2,0.0
V4EXP_PAIR_038,MLV2_DEV_012,V4_TARGET_EXPANSION_2026-08-16,PROJECT,1,0,TG10_STEM_L2,1.0
V4EXP_PAIR_041,MLV2_DEV_044,V4_TARGET_EXPANSION_2026-08-16,PROJECT,1,0,TG10_STEM_L2,0.0
V4EXP_PAIR_042,MLV2_DEV_011,V4_TARGET_EXPANSION_2026-08-16,PROJECT,1,0,TG10_STEM_L2,0.0
V4EXP_PAIR_044,MLV2_DEV_057,V4_TARGET_EXPANSION_2026-08-16,PROJECT,1,0,TG10_STEM_L2,0.0
V4EXP_PAIR_047,NEWDEV2_041,V4_TARGET_EXPANSION_2026-08-16,STATUS,1,0,TG10_STEM_L2,1.0
V4PRE_PAIR_003,NEWDEV2_013,PREEXISTING_414_SOURCE_REVIEW,COMPETITIVE,1,0,TG10_STEM_BRANCH_L2,0.0
V4PRE_PAIR_009,NEWDEV2_030,PREEXISTING_414_SOURCE_REVIEW,COMPETITIVE,1,0,TG10_STEM_BRANCH_L2,0.0
V4PRE_PAIR_012,NEWDEV2_041,PREEXISTING_414_SOURCE_REVIEW,STATUS,1,0,TG10_STEM_BRANCH_L2,0.0
V4PRE_PAIR_019,NEWDEV2_068,PREEXISTING_414_SOURCE_REVIEW,PROJECT,1,0,TG10_STEM_BRANCH_L2,0.0
V4PRE_PAIR_028,NEWDEV2_090,PREEXISTING_414_SOURCE_REVIEW,COMPETITIVE,1,0,TG10_STEM_BRANCH_L2,1.0
V4PRE_PAIR_030,NEWDEV2_093,PREEXISTING_414_SOURCE_REVIEW,COMPETITIVE,1,0,TG10_STEM_BRANCH_L2,1.0
V4PRE_PAIR_037,MLV2_DEV_022,PREEXISTING_414_SOURCE_REVIEW,RECOGNITION,1,0,TG10_STEM_BRANCH_L2,0.0
V4PRE_PAIR_038,MLV2_DEV_022,PREEXISTING_414_SOURCE_REVIEW,RECOGNITION,1,0,TG10_STEM_BRANCH_L2,1.0
V4PRE_PAIR_048,MLV2_DEV_057,PREEXISTING_414_SOURCE_REVIEW,PROJECT,1,0,TG10_STEM_BRANCH_L2,0.0
V4PRE_PAIR_049,MLV2_DEV_058,PREEXISTING_414_SOURCE_REVIEW,PROJECT,1,0,TG10_STEM_BRANCH_L2,0.0
V4EXP_PAIR_006,MLV2_DEV_068,V4_TARGET_EXPANSION_2026-08-16,COMPETITIVE,1,0,TG10_STEM_BRANCH_L2,1.0
V4EXP_PAIR_007,MLV2_DEV_068,V4_TARGET_EXPANSION_2026-08-16,COMPETITIVE,1,0,TG10_STEM_BRANCH_L2,1.0
V4EXP_PAIR_008,MLV2_DEV_068,V4_TARGET_EXPANSION_2026-08-16,COMPETITIVE,1,0,TG10_STEM_BRANCH_L2,1.0
V4EXP_PAIR_009,MLV2_DEV_068,V4_TARGET_EXPANSION_2026-08-16,COMPETITIVE,1,0,TG10_STEM_BRANCH_L2,0.0
V4EXP_PAIR_010,MLV2_DEV_068,V4_TARGET_EXPANSION_2026-08-16,COMPETITIVE,1,0,TG10_STEM_BRANCH_L2,0.0
V4EXP_PAIR_034,MLV2_DEV_051,V4_TARGET_EXPANSION_2026-08-16,PROJECT,1,0,TG10_STEM_BRANCH_L2,1.0
V4EXP_PAIR_038,MLV2_DEV_012,V4_TARGET_EXPANSION_2026-08-16,PROJECT,1,0,TG10_STEM_BRANCH_L2,1.0
V4EXP_PAIR_041,MLV2_DEV_044,V4_TARGET_EXPANSION_2026-08-16,PROJECT,1,0,TG10_STEM_BRANCH_L2,0.0
V4EXP_PAIR_042,MLV2_DEV_011,V4_TARGET_EXPANSION_2026-08-16,PROJECT,1,0,TG10_STEM_BRANCH_L2,1.0
V4EXP_PAIR_044,MLV2_DEV_057,V4_TARGET_EXPANSION_2026-08-16,PROJECT,1,0,TG10_STEM_BRANCH_L2,0.0
V4EXP_PAIR_047,NEWDEV2_041,V4_TARGET_EXPANSION_2026-08-16,STATUS,1,0,TG10_STEM_BRANCH_L2,1.0
V4PRE_PAIR_003,NEWDEV2_013,PREEXISTING_414_SOURCE_REVIEW,COMPETITIVE,1,0,TG10_SB_STRENGTH_L2,0.0
V4PRE_PAIR_009,NEWDEV2_030,PREEXISTING_414_SOURCE_REVIEW,COMPETITIVE,1,0,TG10_SB_STRENGTH_L2,0.0
V4PRE_PAIR_012,NEWDEV2_041,PREEXISTING_414_SOURCE_REVIEW,STATUS,1,0,TG10_SB_STRENGTH_L2,0.0
V4PRE_PAIR_019,NEWDEV2_068,PREEXISTING_414_SOURCE_REVIEW,PROJECT,1,0,TG10_SB_STRENGTH_L2,0.0
V4PRE_PAIR_028,NEWDEV2_090,PREEXISTING_414_SOURCE_REVIEW,COMPETITIVE,1,0,TG10_SB_STRENGTH_L2,1.0
V4PRE_PAIR_030,NEWDEV2_093,PREEXISTING_414_SOURCE_REVIEW,COMPETITIVE,1,0,TG10_SB_STRENGTH_L2,0.0
V4PRE_PAIR_037,MLV2_DEV_022,PREEXISTING_414_SOURCE_REVIEW,RECOGNITION,1,0,TG10_SB_STRENGTH_L2,0.0
V4PRE_PAIR_038,MLV2_DEV_022,PREEXISTING_414_SOURCE_REVIEW,RECOGNITION,1,0,TG10_SB_STRENGTH_L2,1.0
V4PRE_PAIR_048,MLV2_DEV_057,PREEXISTING_414_SOURCE_REVIEW,PROJECT,1,0,TG10_SB_STRENGTH_L2,0.0
V4PRE_PAIR_049,MLV2_DEV_058,PREEXISTING_414_SOURCE_REVIEW,PROJECT,1,0,TG10_SB_STRENGTH_L2,0.0
V4EXP_PAIR_006,MLV2_DEV_068,V4_TARGET_EXPANSION_2026-08-16,COMPETITIVE,1,0,TG10_SB_STRENGTH_L2,0.0
V4EXP_PAIR_007,MLV2_DEV_068,V4_TARGET_EXPANSION_2026-08-16,COMPETITIVE,1,0,TG10_SB_STRENGTH_L2,0.0
V4EXP_PAIR_008,MLV2_DEV_068,V4_TARGET_EXPANSION_2026-08-16,COMPETITIVE,1,0,TG10_SB_STRENGTH_L2,1.0
V4EXP_PAIR_009,MLV2_DEV_068,V4_TARGET_EXPANSION_2026-08-16,COMPETITIVE,1,0,TG10_SB_STRENGTH_L2,0.0
V4EXP_PAIR_010,MLV2_DEV_068,V4_TARGET_EXPANSION_2026-08-16,COMPETITIVE,1,0,TG10_SB_STRENGTH_L2,0.0
V4EXP_PAIR_034,MLV2_DEV_051,V4_TARGET_EXPANSION_2026-08-16,PROJECT,1,0,TG10_SB_STRENGTH_L2,1.0
V4EXP_PAIR_038,MLV2_DEV_012,V4_TARGET_EXPANSION_2026-08-16,PROJECT,1,0,TG10_SB_STRENGTH_L2,1.0
V4EXP_PAIR_041,MLV2_DEV_044,V4_TARGET_EXPANSION_2026-08-16,PROJECT,1,0,TG10_SB_STRENGTH_L2,0.0
V4EXP_PAIR_042,MLV2_DEV_011,V4_TARGET_EXPANSION_2026-08-16,PROJECT,1,0,TG10_SB_STRENGTH_L2,1.0
V4EXP_PAIR_044,MLV2_DEV_057,V4_TARGET_EXPANSION_2026-08-16,PROJECT,1,0,TG10_SB_STRENGTH_L2,0.0
V4EXP_PAIR_047,NEWDEV2_041,V4_TARGET_EXPANSION_2026-08-16,STATUS,1,0,TG10_SB_STRENGTH_L2,0.0
V4PRE_PAIR_003,NEWDEV2_013,PREEXISTING_414_SOURCE_REVIEW,COMPETITIVE,1,0,TG10_SB_RELATIONS_L2,0.0
V4PRE_PAIR_009,NEWDEV2_030,PREEXISTING_414_SOURCE_REVIEW,COMPETITIVE,1,0,TG10_SB_RELATIONS_L2,0.0
V4PRE_PAIR_012,NEWDEV2_041,PREEXISTING_414_SOURCE_REVIEW,STATUS,1,0,TG10_SB_RELATIONS_L2,0.0
V4PRE_PAIR_019,NEWDEV2_068,PREEXISTING_414_SOURCE_REVIEW,PROJECT,1,0,TG10_SB_RELATIONS_L2,0.0
V4PRE_PAIR_028,NEWDEV2_090,PREEXISTING_414_SOURCE_REVIEW,COMPETITIVE,1,0,TG10_SB_RELATIONS_L2,1.0
V4PRE_PAIR_030,NEWDEV2_093,PREEXISTING_414_SOURCE_REVIEW,COMPETITIVE,1,0,TG10_SB_RELATIONS_L2,1.0
V4PRE_PAIR_037,MLV2_DEV_022,PREEXISTING_414_SOURCE_REVIEW,RECOGNITION,1,0,TG10_SB_RELATIONS_L2,0.0
V4PRE_PAIR_038,MLV2_DEV_022,PREEXISTING_414_SOURCE_REVIEW,RECOGNITION,1,0,TG10_SB_RELATIONS_L2,1.0
V4PRE_PAIR_048,MLV2_DEV_057,PREEXISTING_414_SOURCE_REVIEW,PROJECT,1,0,TG10_SB_RELATIONS_L2,0.0
V4PRE_PAIR_049,MLV2_DEV_058,PREEXISTING_414_SOURCE_REVIEW,PROJECT,1,0,TG10_SB_RELATIONS_L2,0.0
V4EXP_PAIR_006,MLV2_DEV_068,V4_TARGET_EXPANSION_2026-08-16,COMPETITIVE,1,0,TG10_SB_RELATIONS_L2,1.0
V4EXP_PAIR_007,MLV2_DEV_068,V4_TARGET_EXPANSION_2026-08-16,COMPETITIVE,1,0,TG10_SB_RELATIONS_L2,1.0
V4EXP_PAIR_008,MLV2_DEV_068,V4_TARGET_EXPANSION_2026-08-16,COMPETITIVE,1,0,TG10_SB_RELATIONS_L2,1.0
V4EXP_PAIR_009,MLV2_DEV_068,V4_TARGET_EXPANSION_2026-08-16,COMPETITIVE,1,0,TG10_SB_RELATIONS_L2,0.0
V4EXP_PAIR_010,MLV2_DEV_068,V4_TARGET_EXPANSION_2026-08-16,COMPETITIVE,1,0,TG10_SB_RELATIONS_L2,0.0
V4EXP_PAIR_034,MLV2_DEV_051,V4_TARGET_EXPANSION_2026-08-16,PROJECT,1,0,TG10_SB_RELATIONS_L2,0.0
V4EXP_PAIR_038,MLV2_DEV_012,V4_TARGET_EXPANSION_2026-08-16,PROJECT,1,0,TG10_SB_RELATIONS_L2,0.0
V4EXP_PAIR_041,MLV2_DEV_044,V4_TARGET_EXPANSION_2026-08-16,PROJECT,1,0,TG10_SB_RELATIONS_L2,1.0
V4EXP_PAIR_042,MLV2_DEV_011,V4_TARGET_EXPANSION_2026-08-16,PROJECT,1,0,TG10_SB_RELATIONS_L2,1.0
V4EXP_PAIR_044,MLV2_DEV_057,V4_TARGET_EXPANSION_2026-08-16,PROJECT,1,0,TG10_SB_RELATIONS_L2,0.0
V4EXP_PAIR_047,NEWDEV2_041,V4_TARGET_EXPANSION_2026-08-16,STATUS,1,0,TG10_SB_RELATIONS_L2,1.0
V4PRE_PAIR_003,NEWDEV2_013,PREEXISTING_414_SOURCE_REVIEW,COMPETITIVE,1,0,ALL_L2,0.0
V4PRE_PAIR_009,NEWDEV2_030,PREEXISTING_414_SOURCE_REVIEW,COMPETITIVE,1,0,ALL_L2,0.0
V4PRE_PAIR_012,NEWDEV2_041,PREEXISTING_414_SOURCE_REVIEW,STATUS,1,0,ALL_L2,0.0
V4PRE_PAIR_019,NEWDEV2_068,PREEXISTING_414_SOURCE_REVIEW,PROJECT,1,0,ALL_L2,0.0
V4PRE_PAIR_028,NEWDEV2_090,PREEXISTING_414_SOURCE_REVIEW,COMPETITIVE,1,0,ALL_L2,1.0
V4PRE_PAIR_030,NEWDEV2_093,PREEXISTING_414_SOURCE_REVIEW,COMPETITIVE,1,0,ALL_L2,1.0
V4PRE_PAIR_037,MLV2_DEV_022,PREEXISTING_414_SOURCE_REVIEW,RECOGNITION,1,0,ALL_L2,1.0
V4PRE_PAIR_038,MLV2_DEV_022,PREEXISTING_414_SOURCE_REVIEW,RECOGNITION,1,0,ALL_L2,1.0
V4PRE_PAIR_048,MLV2_DEV_057,PREEXISTING_414_SOURCE_REVIEW,PROJECT,1,0,ALL_L2,0.0
V4PRE_PAIR_049,MLV2_DEV_058,PREEXISTING_414_SOURCE_REVIEW,PROJECT,1,0,ALL_L2,1.0
V4EXP_PAIR_006,MLV2_DEV_068,V4_TARGET_EXPANSION_2026-08-16,COMPETITIVE,1,0,ALL_L2,0.0
V4EXP_PAIR_007,MLV2_DEV_068,V4_TARGET_EXPANSION_2026-08-16,COMPETITIVE,1,0,ALL_L2,1.0
V4EXP_PAIR_008,MLV2_DEV_068,V4_TARGET_EXPANSION_2026-08-16,COMPETITIVE,1,0,ALL_L2,1.0
V4EXP_PAIR_009,MLV2_DEV_068,V4_TARGET_EXPANSION_2026-08-16,COMPETITIVE,1,0,ALL_L2,1.0
V4EXP_PAIR_010,MLV2_DEV_068,V4_TARGET_EXPANSION_2026-08-16,COMPETITIVE,1,0,ALL_L2,1.0
V4EXP_PAIR_034,MLV2_DEV_051,V4_TARGET_EXPANSION_2026-08-16,PROJECT,1,0,ALL_L2,1.0
V4EXP_PAIR_038,MLV2_DEV_012,V4_TARGET_EXPANSION_2026-08-16,PROJECT,1,0,ALL_L2,1.0
V4EXP_PAIR_041,MLV2_DEV_044,V4_TARGET_EXPANSION_2026-08-16,PROJECT,1,0,ALL_L2,0.0
V4EXP_PAIR_042,MLV2_DEV_011,V4_TARGET_EXPANSION_2026-08-16,PROJECT,1,0,ALL_L2,1.0
V4EXP_PAIR_044,MLV2_DEV_057,V4_TARGET_EXPANSION_2026-08-16,PROJECT,1,0,ALL_L2,0.0
V4EXP_PAIR_047,NEWDEV2_041,V4_TARGET_EXPANSION_2026-08-16,STATUS,1,0,ALL_L2,0.0
V4PRE_PAIR_003,NEWDEV2_013,PREEXISTING_414_SOURCE_REVIEW,COMPETITIVE,1,0,NUISANCE_AGE_AXIS,0.0
V4PRE_PAIR_009,NEWDEV2_030,PREEXISTING_414_SOURCE_REVIEW,COMPETITIVE,1,0,NUISANCE_AGE_AXIS,0.0
V4PRE_PAIR_012,NEWDEV2_041,PREEXISTING_414_SOURCE_REVIEW,STATUS,1,0,NUISANCE_AGE_AXIS,1.0
V4PRE_PAIR_019,NEWDEV2_068,PREEXISTING_414_SOURCE_REVIEW,PROJECT,1,0,NUISANCE_AGE_AXIS,1.0
V4PRE_PAIR_028,NEWDEV2_090,PREEXISTING_414_SOURCE_REVIEW,COMPETITIVE,1,0,NUISANCE_AGE_AXIS,0.0
V4PRE_PAIR_030,NEWDEV2_093,PREEXISTING_414_SOURCE_REVIEW,COMPETITIVE,1,0,NUISANCE_AGE_AXIS,0.0
V4PRE_PAIR_037,MLV2_DEV_022,PREEXISTING_414_SOURCE_REVIEW,RECOGNITION,1,0,NUISANCE_AGE_AXIS,0.0
V4PRE_PAIR_038,MLV2_DEV_022,PREEXISTING_414_SOURCE_REVIEW,RECOGNITION,1,0,NUISANCE_AGE_AXIS,1.0
V4PRE_PAIR_048,MLV2_DEV_057,PREEXISTING_414_SOURCE_REVIEW,PROJECT,1,0,NUISANCE_AGE_AXIS,1.0
V4PRE_PAIR_049,MLV2_DEV_058,PREEXISTING_414_SOURCE_REVIEW,PROJECT,1,0,NUISANCE_AGE_AXIS,1.0
V4EXP_PAIR_006,MLV2_DEV_068,V4_TARGET_EXPANSION_2026-08-16,COMPETITIVE,1,0,NUISANCE_AGE_AXIS,1.0
V4EXP_PAIR_007,MLV2_DEV_068,V4_TARGET_EXPANSION_2026-08-16,COMPETITIVE,1,0,NUISANCE_AGE_AXIS,1.0
V4EXP_PAIR_008,MLV2_DEV_068,V4_TARGET_EXPANSION_2026-08-16,COMPETITIVE,1,0,NUISANCE_AGE_AXIS,1.0
V4EXP_PAIR_009,MLV2_DEV_068,V4_TARGET_EXPANSION_2026-08-16,COMPETITIVE,1,0,NUISANCE_AGE_AXIS,1.0
V4EXP_PAIR_010,MLV2_DEV_068,V4_TARGET_EXPANSION_2026-08-16,COMPETITIVE,1,0,NUISANCE_AGE_AXIS,1.0
V4EXP_PAIR_034,MLV2_DEV_051,V4_TARGET_EXPANSION_2026-08-16,PROJECT,1,0,NUISANCE_AGE_AXIS,0.0
V4EXP_PAIR_038,MLV2_DEV_012,V4_TARGET_EXPANSION_2026-08-16,PROJECT,1,0,NUISANCE_AGE_AXIS,0.0
V4EXP_PAIR_041,MLV2_DEV_044,V4_TARGET_EXPANSION_2026-08-16,PROJECT,1,0,NUISANCE_AGE_AXIS,0.0
V4EXP_PAIR_042,MLV2_DEV_011,V4_TARGET_EXPANSION_2026-08-16,PROJECT,1,0,NUISANCE_AGE_AXIS,0.0
V4EXP_PAIR_044,MLV2_DEV_057,V4_TARGET_EXPANSION_2026-08-16,PROJECT,1,0,NUISANCE_AGE_AXIS,0.0
V4EXP_PAIR_047,NEWDEV2_041,V4_TARGET_EXPANSION_2026-08-16,STATUS,1,0,NUISANCE_AGE_AXIS,0.0
V4PRE_PAIR_003,NEWDEV2_013,PREEXISTING_414_SOURCE_REVIEW,COMPETITIVE,1,0,NUISANCE_WITH_ORIGIN_DIAGNOSTIC,1.0
V4PRE_PAIR_009,NEWDEV2_030,PREEXISTING_414_SOURCE_REVIEW,COMPETITIVE,1,0,NUISANCE_WITH_ORIGIN_DIAGNOSTIC,1.0
V4PRE_PAIR_012,NEWDEV2_041,PREEXISTING_414_SOURCE_REVIEW,STATUS,1,0,NUISANCE_WITH_ORIGIN_DIAGNOSTIC,1.0
V4PRE_PAIR_019,NEWDEV2_068,PREEXISTING_414_SOURCE_REVIEW,PROJECT,1,0,NUISANCE_WITH_ORIGIN_DIAGNOSTIC,1.0
V4PRE_PAIR_028,NEWDEV2_090,PREEXISTING_414_SOURCE_REVIEW,COMPETITIVE,1,0,NUISANCE_WITH_ORIGIN_DIAGNOSTIC,1.0
V4PRE_PAIR_030,NEWDEV2_093,PREEXISTING_414_SOURCE_REVIEW,COMPETITIVE,1,0,NUISANCE_WITH_ORIGIN_DIAGNOSTIC,1.0
V4PRE_PAIR_037,MLV2_DEV_022,PREEXISTING_414_SOURCE_REVIEW,RECOGNITION,1,0,NUISANCE_WITH_ORIGIN_DIAGNOSTIC,0.0
V4PRE_PAIR_038,MLV2_DEV_022,PREEXISTING_414_SOURCE_REVIEW,RECOGNITION,1,0,NUISANCE_WITH_ORIGIN_DIAGNOSTIC,1.0
V4PRE_PAIR_048,MLV2_DEV_057,PREEXISTING_414_SOURCE_REVIEW,PROJECT,1,0,NUISANCE_WITH_ORIGIN_DIAGNOSTIC,1.0
V4PRE_PAIR_049,MLV2_DEV_058,PREEXISTING_414_SOURCE_REVIEW,PROJECT,1,0,NUISANCE_WITH_ORIGIN_DIAGNOSTIC,1.0
V4EXP_PAIR_006,MLV2_DEV_068,V4_TARGET_EXPANSION_2026-08-16,COMPETITIVE,1,0,NUISANCE_WITH_ORIGIN_DIAGNOSTIC,1.0
V4EXP_PAIR_007,MLV2_DEV_068,V4_TARGET_EXPANSION_2026-08-16,COMPETITIVE,1,0,NUISANCE_WITH_ORIGIN_DIAGNOSTIC,1.0
V4EXP_PAIR_008,MLV2_DEV_068,V4_TARGET_EXPANSION_2026-08-16,COMPETITIVE,1,0,NUISANCE_WITH_ORIGIN_DIAGNOSTIC,1.0
V4EXP_PAIR_009,MLV2_DEV_068,V4_TARGET_EXPANSION_2026-08-16,COMPETITIVE,1,0,NUISANCE_WITH_ORIGIN_DIAGNOSTIC,1.0
V4EXP_PAIR_010,MLV2_DEV_068,V4_TARGET_EXPANSION_2026-08-16,COMPETITIVE,1,0,NUISANCE_WITH_ORIGIN_DIAGNOSTIC,1.0
V4EXP_PAIR_034,MLV2_DEV_051,V4_TARGET_EXPANSION_2026-08-16,PROJECT,1,0,NUISANCE_WITH_ORIGIN_DIAGNOSTIC,1.0
V4EXP_PAIR_038,MLV2_DEV_012,V4_TARGET_EXPANSION_2026-08-16,PROJECT,1,0,NUISANCE_WITH_ORIGIN_DIAGNOSTIC,1.0
V4EXP_PAIR_041,MLV2_DEV_044,V4_TARGET_EXPANSION_2026-08-16,PROJECT,1,0,NUISANCE_WITH_ORIGIN_DIAGNOSTIC,1.0
V4EXP_PAIR_042,MLV2_DEV_011,V4_TARGET_EXPANSION_2026-08-16,PROJECT,1,0,NUISANCE_WITH_ORIGIN_DIAGNOSTIC,1.0
V4EXP_PAIR_044,MLV2_DEV_057,V4_TARGET_EXPANSION_2026-08-16,PROJECT,1,0,NUISANCE_WITH_ORIGIN_DIAGNOSTIC,1.0
V4EXP_PAIR_047,NEWDEV2_041,V4_TARGET_EXPANSION_2026-08-16,STATUS,1,0,NUISANCE_WITH_ORIGIN_DIAGNOSTIC,1.0
V4PRE_PAIR_003,NEWDEV2_013,PREEXISTING_414_SOURCE_REVIEW,COMPETITIVE,1,0,ALL_ELASTICNET_AUTO,0.0
V4PRE_PAIR_009,NEWDEV2_030,PREEXISTING_414_SOURCE_REVIEW,COMPETITIVE,1,0,ALL_ELASTICNET_AUTO,1.0
V4PRE_PAIR_012,NEWDEV2_041,PREEXISTING_414_SOURCE_REVIEW,STATUS,1,0,ALL_ELASTICNET_AUTO,0.0
V4PRE_PAIR_019,NEWDEV2_068,PREEXISTING_414_SOURCE_REVIEW,PROJECT,1,0,ALL_ELASTICNET_AUTO,0.0
V4PRE_PAIR_028,NEWDEV2_090,PREEXISTING_414_SOURCE_REVIEW,COMPETITIVE,1,0,ALL_ELASTICNET_AUTO,1.0
V4PRE_PAIR_030,NEWDEV2_093,PREEXISTING_414_SOURCE_REVIEW,COMPETITIVE,1,0,ALL_ELASTICNET_AUTO,1.0
V4PRE_PAIR_037,MLV2_DEV_022,PREEXISTING_414_SOURCE_REVIEW,RECOGNITION,1,0,ALL_ELASTICNET_AUTO,0.0
V4PRE_PAIR_038,MLV2_DEV_022,PREEXISTING_414_SOURCE_REVIEW,RECOGNITION,1,0,ALL_ELASTICNET_AUTO,1.0
V4PRE_PAIR_048,MLV2_DEV_057,PREEXISTING_414_SOURCE_REVIEW,PROJECT,1,0,ALL_ELASTICNET_AUTO,0.0
V4PRE_PAIR_049,MLV2_DEV_058,PREEXISTING_414_SOURCE_REVIEW,PROJECT,1,0,ALL_ELASTICNET_AUTO,1.0
V4EXP_PAIR_006,MLV2_DEV_068,V4_TARGET_EXPANSION_2026-08-16,COMPETITIVE,1,0,ALL_ELASTICNET_AUTO,0.0
V4EXP_PAIR_007,MLV2_DEV_068,V4_TARGET_EXPANSION_2026-08-16,COMPETITIVE,1,0,ALL_ELASTICNET_AUTO,0.0
V4EXP_PAIR_008,MLV2_DEV_068,V4_TARGET_EXPANSION_2026-08-16,COMPETITIVE,1,0,ALL_ELASTICNET_AUTO,1.0
V4EXP_PAIR_009,MLV2_DEV_068,V4_TARGET_EXPANSION_2026-08-16,COMPETITIVE,1,0,ALL_ELASTICNET_AUTO,1.0
V4EXP_PAIR_010,MLV2_DEV_068,V4_TARGET_EXPANSION_2026-08-16,COMPETITIVE,1,0,ALL_ELASTICNET_AUTO,1.0
V4EXP_PAIR_034,MLV2_DEV_051,V4_TARGET_EXPANSION_2026-08-16,PROJECT,1,0,ALL_ELASTICNET_AUTO,1.0
V4EXP_PAIR_038,MLV2_DEV_012,V4_TARGET_EXPANSION_2026-08-16,PROJECT,1,0,ALL_ELASTICNET_AUTO,1.0
V4EXP_PAIR_041,MLV2_DEV_044,V4_TARGET_EXPANSION_2026-08-16,PROJECT,1,0,ALL_ELASTICNET_AUTO,0.0
V4EXP_PAIR_042,MLV2_DEV_011,V4_TARGET_EXPANSION_2026-08-16,PROJECT,1,0,ALL_ELASTICNET_AUTO,0.0
V4EXP_PAIR_044,MLV2_DEV_057,V4_TARGET_EXPANSION_2026-08-16,PROJECT,1,0,ALL_ELASTICNET_AUTO,0.0
V4EXP_PAIR_047,NEWDEV2_041,V4_TARGET_EXPANSION_2026-08-16,STATUS,1,0,ALL_ELASTICNET_AUTO,0.0
V4PRE_PAIR_003,NEWDEV2_013,PREEXISTING_414_SOURCE_REVIEW,COMPETITIVE,1,0,HGB_ALL_EXPLORATORY,0.0
V4PRE_PAIR_009,NEWDEV2_030,PREEXISTING_414_SOURCE_REVIEW,COMPETITIVE,1,0,HGB_ALL_EXPLORATORY,0.0
V4PRE_PAIR_012,NEWDEV2_041,PREEXISTING_414_SOURCE_REVIEW,STATUS,1,0,HGB_ALL_EXPLORATORY,0.0
V4PRE_PAIR_019,NEWDEV2_068,PREEXISTING_414_SOURCE_REVIEW,PROJECT,1,0,HGB_ALL_EXPLORATORY,0.0
V4PRE_PAIR_028,NEWDEV2_090,PREEXISTING_414_SOURCE_REVIEW,COMPETITIVE,1,0,HGB_ALL_EXPLORATORY,0.0
V4PRE_PAIR_030,NEWDEV2_093,PREEXISTING_414_SOURCE_REVIEW,COMPETITIVE,1,0,HGB_ALL_EXPLORATORY,1.0
V4PRE_PAIR_037,MLV2_DEV_022,PREEXISTING_414_SOURCE_REVIEW,RECOGNITION,1,0,HGB_ALL_EXPLORATORY,1.0
V4PRE_PAIR_038,MLV2_DEV_022,PREEXISTING_414_SOURCE_REVIEW,RECOGNITION,1,0,HGB_ALL_EXPLORATORY,1.0
V4PRE_PAIR_048,MLV2_DEV_057,PREEXISTING_414_SOURCE_REVIEW,PROJECT,1,0,HGB_ALL_EXPLORATORY,1.0
V4PRE_PAIR_049,MLV2_DEV_058,PREEXISTING_414_SOURCE_REVIEW,PROJECT,1,0,HGB_ALL_EXPLORATORY,0.0
V4EXP_PAIR_006,MLV2_DEV_068,V4_TARGET_EXPANSION_2026-08-16,COMPETITIVE,1,0,HGB_ALL_EXPLORATORY,1.0
