event_row_id,batch_id,subject_id,name,preassigned_axis,event_year,polarity,event_type,event_description,source_url,source_title,source_publisher,source_date,source_quality,exclude,exclude_reason,source_batch_file,source_url_valid,event_keyword_family
e4a5e0bd36de2065a878,2,V5DEV_126,Adolf Eichmann,STATUS,1941,positive,security_office_leadership_accession,Became director of RSHA section IV B 4 and was later promoted to SS-Obersturmbannführer.,https://encyclopedia.ushmm.org/content/en/article/adolf-eichmann-key-dates,Adolf Eichmann: Key Dates,United States Holocaust Memorial Museum,,high,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_02/V5_DEV_EVENT_BATCH_02_EVENTS_POST_REPAIR.csv,True,office
0f0187d591b4834aa826,2,V5DEV_126,Adolf Eichmann,STATUS,1945,negative,institutional_authority_collapse,"Nazi Germany surrendered and, by war's end, Eichmann was in U.S. custody, ending his RSHA/SS authority.",https://encyclopedia.ushmm.org/content/en/article/adolf-eichmann,Adolf Eichmann,United States Holocaust Memorial Museum,,high,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_02/V5_DEV_EVENT_BATCH_02_EVENTS_POST_REPAIR.csv,True,resign
2e96ae7377ba09acf877,2,V5DEV_035,Benoît Paire,COMPETITIVE,2013,negative,tour_final_loss,Reached the Montpellier ATP singles final but finished runner-up.,https://www.atptour.com/en/players/Beno%C3%AEt_Paire/PD31/bio,Benoit Paire | Bio,ATP Tour,,high,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_02/V5_DEV_EVENT_BATCH_02_EVENTS_POST_REPAIR.csv,True,title
862894e3d2c7be4b6bbc,2,V5DEV_035,Benoît Paire,COMPETITIVE,2015,negative,tour_final_loss,"Lost the Tokyo ATP final to Stan Wawrinka, described by ATP as the biggest of his career finals.",https://www.atptour.com/en/players/Beno%C3%AEt_Paire/PD31/bio,Benoit Paire | Bio,ATP Tour,,high,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_02/V5_DEV_EVENT_BATCH_02_EVENTS_POST_REPAIR.csv,True,title
00fe88aef934cf65d52f,2,V5DEV_035,Benoît Paire,COMPETITIVE,2015,positive,tour_title_win,Won his first ATP Tour singles title at Bastad.,https://www.atptour.com/en/players/Beno%C3%AEt_Paire/PD31/bio,Benoit Paire | Bio,ATP Tour,,high,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_02/V5_DEV_EVENT_BATCH_02_EVENTS_POST_REPAIR.csv,True,title
6e01eee3ae11cf7b172b,2,V5DEV_035,Benoît Paire,COMPETITIVE,2019,positive,tour_title_win,Won the ATP Tour singles title in Marrakech.,https://www.atptour.com/en/scores/results-archive?year=2019,2019 Results Archive,ATP Tour,,high,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_02/V5_DEV_EVENT_BATCH_02_EVENTS_POST_REPAIR.csv,True,title
c27f654e6d06c95b7236,2,V5DEV_035,Benoît Paire,COMPETITIVE,2019,positive,tour_title_win,"Won the ATP Tour singles title in Lyon, his third career ATP singles title.",https://www.fft.fr/actualites/benoit-paire-une-faim-de-lyon,"Benoît Paire, une faim de Lyon !",Fédération française de tennis,2019-05-25,high,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_02/V5_DEV_EVENT_BATCH_02_EVENTS_POST_REPAIR.csv,True,title
545903550801568b96f0,2,V5DEV_110,Thomas P. O'Neill III,STATUS,1974,positive,lieutenant_governor_election_win,"Won the Democratic lieutenant-governor nomination and then won the Massachusetts gubernatorial election on the ticket with Michael Dukakis, taking office as lieutenant governor in 1975.",https://www.upi.com/Archives/1988/07/10/Democrats-88-Michael-Dukakis-A-political-career-resurrected/3684584510400/,Democrats 88: Michael Dukakis: A political career resurrected,UPI,1988-07-10,high,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_02/V5_DEV_EVENT_BATCH_02_EVENTS_POST_REPAIR.csv,True,election
db0c20b4efece2b634fb,2,V5DEV_110,Thomas P. O'Neill III,STATUS,1975,positive,lieutenant_governor_accession,Began serving as Lieutenant Governor of Massachusetts.,https://politicalgraveyard.com/bio/oneill.html,The Political Graveyard: Index to Politicians: Oneill,The Political Graveyard,,medium,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_02/V5_DEV_EVENT_BATCH_02_EVENTS_POST_REPAIR.csv,True,office
134d445ee91177ca41d8,2,V5DEV_110,Thomas P. O'Neill III,STATUS,1982,negative,gubernatorial_bid_withdrawal,Withdrew from the Massachusetts gubernatorial race after having announced his candidacy in 1981.,https://bostonlocaltv.org/catalog.html?f%5Bcollection_s%5D%5B%5D=Ten+O%27Clock+News&f%5Byear_i%5D%5B%5D=1982&per_page=50&q=political+campaigns&range%5Byear_i%5D%5Bmissing%5D=true&range_end=1991&range_field=year_i&range_start=1960&search_field=all_fields&sort=year_i+asc%2C+date_created_dt+asc%2C+title_sort+asc&utf8=%E2%9C%93,Thomas O'Neill III withdraws from gubernatorial race,Boston TV News Digital Library,1982-05-06,high,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_02/V5_DEV_EVENT_BATCH_02_EVENTS_POST_REPAIR.csv,True,
8ca29d9a145472ec4a5b,3,V5DEV_020,Franck Ribéry,COMPETITIVE,2006,negative,world_cup_final_loss,France finished runner-up to Italy at the 2006 FIFA World Cup.,https://www.fifa.com/fr/tournaments/mens/worldcup/articles/vainqueurs-coupe-du-monde-de-la-fifa-1982-2026,Les champions du monde de 1982 à 2026,FIFA,,high,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_03/V5_DEV_EVENT_BATCH_03_EVENTS_POST_REPAIR.csv,True,title
66c339f0230960e9b774,3,V5DEV_020,Franck Ribéry,COMPETITIVE,2012,negative,champions_league_final_loss,Bayern Munich lost the UEFA Champions League final to Chelsea on penalties; Ribéry started the match.,https://www.uefa.com/uefachampionsleague/news/0250-0c50fb78a384-1434bbcadbcb-1000/,Shoot-out win ends Chelsea's long wait for glory,UEFA,2012-05-19,high,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_03/V5_DEV_EVENT_BATCH_03_EVENTS_POST_REPAIR.csv,True,title
bbb9fcf9d2b88e5c249d,3,V5DEV_020,Franck Ribéry,COMPETITIVE,2013,positive,champions_league_win,Won the UEFA Champions League with Bayern Munich after the club defeated Borussia Dortmund in the final.,https://www.uefa.com/uefachampionsleague/news/0250-0c50ff8665cc-fbdab9fa6ee6-1000/,2012/13: Robben ends Bayern run of final misery,UEFA,2013-05-29,high,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_03/V5_DEV_EVENT_BATCH_03_EVENTS_POST_REPAIR.csv,True,
f475f4a5bf89023264ba,3,V5DEV_020,Franck Ribéry,COMPETITIVE,2013,positive,major_individual_award,Was voted UEFA Best Player in Europe for the 2012/13 season.,https://www.uefa.com/uefachampionsleague/news/0250-0c50fe103b73-0fcc5456ac81-1000/,Ribéry is crowned UEFA Best Player in Europe,UEFA,2013-08-29,high,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_03/V5_DEV_EVENT_BATCH_03_EVENTS_POST_REPAIR.csv,True,award
91bd0f9e1c9e569c723c,3,V5DEV_081,Pasquale Squitieri,PROJECT,1984,positive,festival_competition_success,His film 'Claretta' competed at the Venice Film Festival; Claudia Cardinale received the Pasinetti acting prize for the film.,https://asac.labiennale.org/attivita/cinema/6926,Claretta,La Biennale di Venezia / ASAC,,high,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_03/V5_DEV_EVENT_BATCH_03_EVENTS_POST_REPAIR.csv,True,
630e65951a327d4b8deb,3,V5DEV_081,Pasquale Squitieri,PROJECT,1988,positive,festival_award,'Gli invisibili' won the New Cinema Award at the Venice Film Festival.,https://www.imdb.com/fr-ca/name/nm0820155/awards/,Pasquale Squitieri - Awards,IMDb,,medium,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_03/V5_DEV_EVENT_BATCH_03_EVENTS_POST_REPAIR.csv,True,award
6f35f56c842a2cd67952,3,V5DEV_081,Pasquale Squitieri,PROJECT,1999,negative,commercial_distribution_failure,"'Li chiamarono briganti' was described as a failure and was withdrawn from cinemas in unclear circumstances, closing many doors for Squitieri.",https://www.mattinopadova.it/cultura-e-spettacoli/squitieri-il-regista-scomodo-passioni-e-rabbia-sul-set-i4gctymt,"Squitieri, il regista scomodo passioni e rabbia sul set",Il Mattino di Padova,,medium,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_03/V5_DEV_EVENT_BATCH_03_EVENTS_POST_REPAIR.csv,True,
1e2db99c9292e3a4fd0e,3,V5DEV_094,Emma Marcegaglia,STATUS,2008,positive,association_presidency,"Became president of Confindustria, the first woman to lead the association.",https://www.confindustria.it/storia/presidenti/,Presidenti,Confindustria,,high,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_03/V5_DEV_EVENT_BATCH_03_EVENTS_POST_REPAIR.csv,True,
64f862d3fb8f97534892,3,V5DEV_094,Emma Marcegaglia,STATUS,2012,,routine_term_end,Her Confindustria presidency ended after the 2008-2012 term.,https://www.confindustria.it/storia/presidenti/,Presidenti,Confindustria,,high,True,Routine term completion is not automatically a negative STATUS event.,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_03/V5_DEV_EVENT_BATCH_03_EVENTS_POST_REPAIR.csv,True,
26be921824eeddae4ea0,3,V5DEV_094,Emma Marcegaglia,STATUS,2013,positive,european_association_presidency,Became chair of BusinessEurope.,https://www.eni.com/en-IT/governance/corporate-bodies/biographies/emma-marcegaglia.html,Emma Marcegaglia,Eni,,high,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_03/V5_DEV_EVENT_BATCH_03_EVENTS_POST_REPAIR.csv,True,
542ae61241c1340d0325,3,V5DEV_094,Emma Marcegaglia,STATUS,2014,positive,corporate_chair_accession,Was appointed chairwoman of Eni's board of directors.,https://www.eni.com/en-IT/media/press-release/2014/05/eni-shareholders-approve-2013-financial-statements-and-appoints-the-company-officers-at-annual-meeting.html,Eni Shareholders approve 2013 Financial Statements and appoints the Company Officers at Annual Meeting,Eni,2014-05-08,high,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_03/V5_DEV_EVENT_BATCH_03_EVENTS_POST_REPAIR.csv,True,office
346789ff03a9b5b62bfd,3,V5DEV_094,Emma Marcegaglia,STATUS,2020,,routine_term_end,Her period as Eni chair ended in 2020.,https://www.eni.com/en-IT/governance/corporate-bodies/biographies/emma-marcegaglia.html,Emma Marcegaglia,Eni,,high,True,Routine term completion is not automatically a negative STATUS event.,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_03/V5_DEV_EVENT_BATCH_03_EVENTS_POST_REPAIR.csv,True,
303dcf87f23f90a17363,3,V5DEV_004,Simone Barbier,COMPETITIVE,1929,,tournament_participation,Participated at Wimbledon; available bounded-sweep sources did not establish a major title-level success or decisive major failure for this year.,https://www.wikidata.org/wiki/Q3484531,Simone Barbier,Wikidata,,medium,True,Participation alone is not an eligible COMPETITIVE event.,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_03/V5_DEV_EVENT_BATCH_03_EVENTS_POST_REPAIR.csv,True,title
f8aa0b38fa935e00afcb,3,V5DEV_004,Simone Barbier,COMPETITIVE,1930,negative,grand_slam_doubles_final_loss,Finished runner-up in the French Championships women's doubles with Simonne Mathieu.,https://www.tennisfame.com/hall-of-famers/inductees/simonne-mathieu/,Simonne Mathieu,International Tennis Hall of Fame,,high,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_03/V5_DEV_EVENT_BATCH_03_EVENTS_POST_REPAIR.csv,True,title
89cd547c03f90e830b2b,3,V5DEV_048,Cécile Aubry,PROJECT,1961,positive,television_series_success,"Created the television series 'Poly', the start of a successful children's television run.",https://www.hachette.fr/auteur/cecile-aubry/,Cécile Aubry,Hachette,,high,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_03/V5_DEV_EVENT_BATCH_03_EVENTS_POST_REPAIR.csv,True,
2325ee79c565349ec120,3,V5DEV_048,Cécile Aubry,PROJECT,1965,positive,television_series_breakthrough,"'Belle et Sébastien', written and directed by Aubry, became a successful television series.",https://bristololdvic.org.uk/profile/c%C3%A9cile-aubry,Cécile Aubry,Bristol Old Vic,,medium,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_03/V5_DEV_EVENT_BATCH_03_EVENTS_POST_REPAIR.csv,True,release
f9ce3fbe31e1e5e3db91,3,V5DEV_151,Franz Stangl,STATUS,1942,positive,commandant_accession,Became the first official commandant of the Sobibor killing center.,https://encyclopedia.ushmm.org/content/en/article/sobibor?series=23,Sobibor,United States Holocaust Memorial Museum,,high,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_03/V5_DEV_EVENT_BATCH_03_EVENTS_POST_REPAIR.csv,True,office
89837d8d8817338e8d22,3,V5DEV_151,Franz Stangl,STATUS,1942,positive,commandant_transfer_accession,Was transferred from Sobibor to replace Irmfried Eberl as commandant of Treblinka II.,https://encyclopedia.ushmm.org/content/en/article/treblinka?series=23,Treblinka,United States Holocaust Memorial Museum,,high,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_03/V5_DEV_EVENT_BATCH_03_EVENTS_POST_REPAIR.csv,True,office
e78f1d9c4cbd6c94f21f,3,V5DEV_151,Franz Stangl,STATUS,1967,,legal_arrest,Was arrested in Brazil and extradited to West Germany.,https://encyclopedia.ushmm.org/content/en/article/evading-justice,Evading Justice,United States Holocaust Memorial Museum,,high,True,Legal disruption without a contemporaneous qualifying office/authority loss is excluded from core STATUS.,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_03/V5_DEV_EVENT_BATCH_03_EVENTS_POST_REPAIR.csv,True,
a56277d6ac1031ed37e3,3,V5DEV_151,Franz Stangl,STATUS,1970,,criminal_conviction,Was sentenced to life imprisonment after trial in West Germany.,https://encyclopedia.ushmm.org/content/en/article/evading-justice,Evading Justice,United States Holocaust Memorial Museum,,high,True,Legal outcome without qualifying office/authority transition.,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_03/V5_DEV_EVENT_BATCH_03_EVENTS_POST_REPAIR.csv,True,
96f4059e98f37614645e,3,V5DEV_001,Isabelle Duchesnay,COMPETITIVE,1988,negative,olympic_non_medal_finish,Finished eighth in Olympic ice dance with Paul Duchesnay.,https://www.olympedia.org/athletes/80979,Isabelle Duchesnay,Olympedia,,high,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_03/V5_DEV_EVENT_BATCH_03_EVENTS_POST_REPAIR.csv,True,title
4ef12817f9d045c60e71,3,V5DEV_001,Isabelle Duchesnay,COMPETITIVE,1991,positive,world_championship_win,Won the World Figure Skating Championships ice dance title with Paul Duchesnay.,https://www.olympedia.org/athletes/80979,Isabelle Duchesnay,Olympedia,,high,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_03/V5_DEV_EVENT_BATCH_03_EVENTS_POST_REPAIR.csv,True,title
436d740a3b99489d0d12,3,V5DEV_001,Isabelle Duchesnay,COMPETITIVE,1992,positive,olympic_medal,Won the Olympic silver medal in ice dance.,https://www.olympedia.org/athletes/80979,Isabelle Duchesnay,Olympedia,,high,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_03/V5_DEV_EVENT_BATCH_03_EVENTS_POST_REPAIR.csv,True,title
4a20596a64ea0830c4bc,3,V5DEV_061,Ernst Fritz Fürbringer,PROJECT,1959,,acting_credit,"Appeared in 'Der Pauker', one of his numerous film roles.",https://www.munzinger.de/register/portrait/biographien/fuerbringer%20e.-f./00/13059,E.-F. Fürbringer,Munzinger,,high,True,Credit alone is not an eligible PROJECT outcome.,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_03/V5_DEV_EVENT_BATCH_03_EVENTS_POST_REPAIR.csv,True,
dc856b51186f028fa7fb,3,V5DEV_025,Martin Lauer,COMPETITIVE,1956,negative,olympic_non_medal_finish,Finished fourth in the Olympic 110 metres hurdles and fifth in the decathlon.,https://www.olympedia.org/athletes/70375,Martin Lauer,Olympedia,,high,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_03/V5_DEV_EVENT_BATCH_03_EVENTS_POST_REPAIR.csv,True,title
311c453d462f2f60c032,3,V5DEV_025,Martin Lauer,COMPETITIVE,1958,positive,european_championship_win,Won the European Championship in the 110 metres hurdles.,https://www.olympedia.org/athletes/70375,Martin Lauer,Olympedia,,high,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_03/V5_DEV_EVENT_BATCH_03_EVENTS_POST_REPAIR.csv,True,title
166c6e1937b48bab7ef7,3,V5DEV_025,Martin Lauer,COMPETITIVE,1959,positive,world_record,Set a 13.2-second world record in the 110 metres hurdles.,https://www.olympedia.org/athletes/70375,Martin Lauer,Olympedia,,high,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_03/V5_DEV_EVENT_BATCH_03_EVENTS_POST_REPAIR.csv,True,release
52820ebbeff5246c84d4,3,V5DEV_025,Martin Lauer,COMPETITIVE,1960,negative,olympic_non_medal_finish,Finished fourth in the Olympic 110 metres hurdles final.,https://www.olympedia.org/results/59716?id=60001,"110 metres Hurdles, Men",Olympedia,,high,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_03/V5_DEV_EVENT_BATCH_03_EVENTS_POST_REPAIR.csv,True,title
4287d5f16c983591f832,3,V5DEV_025,Martin Lauer,COMPETITIVE,1960,positive,olympic_gold,Won Olympic gold as part of the German 4x100 metres relay team.,https://www.olympedia.org/results/59753,"4 × 100 metres Relay, Men",Olympedia,,high,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_03/V5_DEV_EVENT_BATCH_03_EVENTS_POST_REPAIR.csv,True,title
cc9801bd753823029c7f,3,V5DEV_088,Jean Harlow,PROJECT,1930,positive,film_breakthrough,'Hell's Angels' became a popular hit and made Harlow a star in her first substantial role.,https://www.tcm.com/articles/78352/hells-angels-1930,Hell's Angels (1930),Turner Classic Movies,2004-06-28,high,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_03/V5_DEV_EVENT_BATCH_03_EVENTS_POST_REPAIR.csv,True,release
98e2ecd6a8d3a19964f7,3,V5DEV_088,Jean Harlow,PROJECT,1932,positive,film_breakthrough_success,'Red Dust' cemented Harlow's star status and was a major successful pairing with Clark Gable.,https://www.tcm.com/articles/1141/red-dust,Red Dust,Turner Classic Movies,2002-10-24,high,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_03/V5_DEV_EVENT_BATCH_03_EVENTS_POST_REPAIR.csv,True,release
e4cb758c88c2a58d1626,3,V5DEV_109,Alain Poher,STATUS,1968,positive,senate_presidency,Was elected President of the French Senate.,https://www.senat.fr/senateur/poher_alain000211.html,POHER Alain,Sénat,,high,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_03/V5_DEV_EVENT_BATCH_03_EVENTS_POST_REPAIR.csv,True,
cc7b433b11532171c2b7,3,V5DEV_109,Alain Poher,STATUS,1969,negative,presidential_election_loss,Lost the second round of the French presidential election to Georges Pompidou.,https://www.legifrance.gouv.fr/juri/id/CONSTEXT000017665495,Proclamation des résultats de l'élection du Président de la République,Conseil constitutionnel / Légifrance,1969-06-19,high,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_03/V5_DEV_EVENT_BATCH_03_EVENTS_POST_REPAIR.csv,True,election
5a030a18403894aad7c6,3,V5DEV_109,Alain Poher,STATUS,1969,positive,acting_presidency,Assumed the functions of President of the French Republic on an interim basis after Charles de Gaulle's resignation.,https://www.senat.fr/connaitre-le-senat/lhistoire-du-senat/dossiers-dhistoire/hommage-a-alain-poher-1.html,Hommage à Alain POHER,Sénat,,high,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_03/V5_DEV_EVENT_BATCH_03_EVENTS_POST_REPAIR.csv,True,
085f973316590da1244b,3,V5DEV_109,Alain Poher,STATUS,1974,positive,acting_presidency,Again served as interim President of the French Republic after Georges Pompidou's death.,https://www.senat.fr/senateur/poher_alain000211.html,POHER Alain,Sénat,,high,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_03/V5_DEV_EVENT_BATCH_03_EVENTS_POST_REPAIR.csv,True,
abbe5dbb8411c580a6b1,3,V5DEV_109,Alain Poher,STATUS,1992,,routine_term_end,His long tenure as President of the Senate ended in 1992.,https://www.senat.fr/connaitre-le-senat/lhistoire-du-senat/dossiers-dhistoire/hommage-a-alain-poher-1.html,Hommage à Alain POHER,Sénat,,high,True,Routine end of tenure is not automatically a negative STATUS event.,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_03/V5_DEV_EVENT_BATCH_03_EVENTS_POST_REPAIR.csv,True,
cd3ea061c4b487e0c94d,3,V5DEV_090,Bernd Alois Zimmermann,PROJECT,1960,negative,premiere_rejection,The planned premiere of 'Die Soldaten' was rejected/cancelled after Cologne Opera judged the work unperformable in normal opera conditions.,https://www.schott-music.com/de/die-soldaten-no157075.html,Die Soldaten,Schott Music,,high,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_03/V5_DEV_EVENT_BATCH_03_EVENTS_POST_REPAIR.csv,True,
56bdd56eec4d6edfa13a,3,V5DEV_090,Bernd Alois Zimmermann,PROJECT,1965,positive,premiere_triumph,'Die Soldaten' finally received its staged world premiere in Cologne and was described as an unusual triumph for a contemporary opera.,https://www.kulturstiftung-des-bundes.de/de/projekte/bild_und_raum/detail/die_soldaten.html,Die Soldaten,Kulturstiftung des Bundes,,high,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_03/V5_DEV_EVENT_BATCH_03_EVENTS_POST_REPAIR.csv,True,
e1f6c37ab5b2b5dceec4,3,V5DEV_092,Suzanne Somers,STATUS,1981,,acting_contract_termination,Was phased out and fired from 'Three's Company' after a salary dispute.,https://apnews.com/article/2b97c5362eab6709f594b30280dc79c3,"Suzanne Somers, of 'Three's Company,' dies at 76",Associated Press,2023-10-15,high,True,Not a core STATUS office/authority transition.,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_03/V5_DEV_EVENT_BATCH_03_EVENTS_POST_REPAIR.csv,True,
836bdcc6974398d53748,3,V5DEV_092,Suzanne Somers,STATUS,1990,,entrepreneurial_success,Built a major entrepreneurial career around products including the ThighMaster during the 1990s.,https://apnews.com/article/2b97c5362eab6709f594b30280dc79c3,"Suzanne Somers, of 'Three's Company,' dies at 76",Associated Press,2023-10-15,high,True,Broad business success without a clean formal STATUS transition is excluded.,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_03/V5_DEV_EVENT_BATCH_03_EVENTS_POST_REPAIR.csv,True,
8e9e6977a31ecb069d38,3,V5DEV_092,Suzanne Somers,STATUS,2000,,brand_founder_activity,Later launched Suzanne Organics as part of her business portfolio.,https://www.suzannesomers.com/pages/about,About SUZANNE Organics,Suzanne Somers / SUZANNE Organics,,medium,True,Insufficiently date-specific formal STATUS transition.,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_03/V5_DEV_EVENT_BATCH_03_EVENTS_POST_REPAIR.csv,True,office
ad7a2c068a5e5f25db0c,3,V5DEV_057,Cédric Klapisch,PROJECT,1989,positive,short_film_festival_success,'Ce qui me meut' was awarded at multiple festivals and nominated for a César.,https://www.festival-cannes.com/en/p/cedric-klapisch/,Cédric KLAPISCH,Festival de Cannes,,high,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_03/V5_DEV_EVENT_BATCH_03_EVENTS_POST_REPAIR.csv,True,release
d0acd4d45cae3628636f,3,V5DEV_057,Cédric Klapisch,PROJECT,1996,positive,film_breakthrough_success,'Chacun cherche son chat' and 'Un air de famille' established Klapisch's success with enthusiastic public and critical reception.,https://www.festival-cannes.com/en/p/cedric-klapisch/,Cédric KLAPISCH,Festival de Cannes,,high,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_03/V5_DEV_EVENT_BATCH_03_EVENTS_POST_REPAIR.csv,True,release
57f885ac0c787aed1ac6,3,V5DEV_057,Cédric Klapisch,PROJECT,2003,positive,major_award_nominations,'L'Auberge espagnole' received César nominations for Best Director and Best Original Screenplay/Adaptation.,https://www.unifrance.org/annuaires/personne/6732/cedric-klapisch,Cédric Klapisch,Unifrance,,high,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_03/V5_DEV_EVENT_BATCH_03_EVENTS_POST_REPAIR.csv,True,award
d86cd5bd6ec5e1f06bb3,3,V5DEV_132,Ted Lapidus,STATUS,1951,positive,founder_leadership_accession,Founded his own fashion house.,https://www.ted-lapidus.com/en/the-house,History of the Fashion House,Ted Lapidus,,high,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_03/V5_DEV_EVENT_BATCH_03_EVENTS_POST_REPAIR.csv,True,office
53b37461be7432db81ef,3,V5DEV_132,Ted Lapidus,STATUS,1963,positive,major_institutional_status_gain,Joined the Chambre Syndicale de la Haute Couture Parisienne.,https://www.ted-lapidus.com/en/the-house,History of the Fashion House,Ted Lapidus,,high,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_03/V5_DEV_EVENT_BATCH_03_EVENTS_POST_REPAIR.csv,True,
ad2a46713474bb77c31a,3,V5DEV_132,Ted Lapidus,STATUS,1995,,brand_ownership_transfer,The Ted Lapidus brand became property of the Jacques Bogart Group.,https://www.ted-lapidus.com/en/the-house,History of the Fashion House,Ted Lapidus,,high,True,Insufficient evidence for a clean negative STATUS event.,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_03/V5_DEV_EVENT_BATCH_03_EVENTS_POST_REPAIR.csv,True,
549f8820171b1a4de062,3,V5DEV_111,Derek Shulman,STATUS,1988,positive,record_label_president_ceo,Became President and CEO of Atco Records.,https://www.frontiers.it/news/10435,Frontiers Records gains new grounds in the USA!,Frontiers Music,2010-11-09,medium,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_03/V5_DEV_EVENT_BATCH_03_EVENTS_POST_REPAIR.csv,True,office
e4344237497a79e66f3d,3,V5DEV_111,Derek Shulman,STATUS,1997,positive,record_label_president,Became President of Roadrunner Records.,https://www.forbes.com/sites/davidchiu/2025/12/06/derek-shulman-on-his-life-with-gentle-giant-and-as-a-record-exec-told-in-his-new-book/,Derek Shulman On His Life With Gentle Giant And As A Record Exec,Forbes,2025-12-06,high,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_03/V5_DEV_EVENT_BATCH_03_EVENTS_POST_REPAIR.csv,True,office
2ed7f209ff26c6850c4e,3,V5DEV_124,Pete Rozelle,STATUS,1960,positive,nfl_commissioner_accession,Was elected commissioner of the National Football League after a prolonged owners' ballot.,https://www.profootballhof.com/players/pete-rozelle,Pete Rozelle,Pro Football Hall of Fame,,high,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_03/V5_DEV_EVENT_BATCH_03_EVENTS_POST_REPAIR.csv,True,office
c3c6ce2a46d280ec3e0c,3,V5DEV_124,Pete Rozelle,STATUS,1985,,hall_of_fame_election,Was elected to the Pro Football Hall of Fame while still serving as commissioner.,https://www.profootballhof.com/players/pete-rozelle,Pete Rozelle,Pro Football Hall of Fame,,high,True,Honor/recognition is not a core STATUS authority transition.,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_03/V5_DEV_EVENT_BATCH_03_EVENTS_POST_REPAIR.csv,True,election
