pair_id,subject_id,positive_earlier_calc,preassigned_axis,collection_wave,repeat,fold,model,score_kind,correct
PRIMARY_TRUSTED_0176,V5DEV_114,1,STATUS,ORIGINAL,0,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,0.0
PRIMARY_TRUSTED_0185,V5DEV_134,1,STATUS,ORIGINAL,0,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,0.0
PRIMARY_TRUSTED_0189,V5DEV_152,1,STATUS,ORIGINAL,0,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,1.0
PRIMARY_TRUSTED_0001,V5DEVX_004,0,COMPETITIVE,E1,1,0,TG10_SHARED_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0002,V5DEVX_004,1,COMPETITIVE,E1,1,0,TG10_SHARED_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0003,V5DEVX_004,1,COMPETITIVE,E1,1,0,TG10_SHARED_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0004,V5DEVX_007,0,COMPETITIVE,E1,1,0,TG10_SHARED_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0012,V5DEVX_025,1,COMPETITIVE,E1,1,0,TG10_SHARED_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0013,V5DEVX_025,1,COMPETITIVE,E1,1,0,TG10_SHARED_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0021,V5DEVX_049,1,COMPETITIVE,E1,1,0,TG10_SHARED_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0022,V5DEVX_049,1,COMPETITIVE,E1,1,0,TG10_SHARED_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0023,V5DEVX_049,1,COMPETITIVE,E1,1,0,TG10_SHARED_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0024,V5DEVX_049,0,COMPETITIVE,E1,1,0,TG10_SHARED_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0035,V5DEVX_108,1,STATUS,E1,1,0,TG10_SHARED_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0048,V5DEVX_147,1,STATUS,E1,1,0,TG10_SHARED_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0060,V5DEVE2_003,1,STATUS,E2,1,0,TG10_SHARED_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0071,V5DEVE2_042,1,STATUS,E2,1,0,TG10_SHARED_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0077,V5DEVE2_128,1,STATUS,E2,1,0,TG10_SHARED_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0078,V5DEVE2_128,0,STATUS,E2,1,0,TG10_SHARED_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0079,V5DEVE2_154,0,COMPETITIVE,E2,1,0,TG10_SHARED_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0081,V5DEV_001,0,COMPETITIVE,ORIGINAL,1,0,TG10_SHARED_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0082,V5DEV_001,0,COMPETITIVE,ORIGINAL,1,0,TG10_SHARED_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0104,V5DEV_015,0,COMPETITIVE,ORIGINAL,1,0,TG10_SHARED_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0105,V5DEV_015,0,COMPETITIVE,ORIGINAL,1,0,TG10_SHARED_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0107,V5DEV_020,0,COMPETITIVE,ORIGINAL,1,0,TG10_SHARED_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0109,V5DEV_023,1,COMPETITIVE,ORIGINAL,1,0,TG10_SHARED_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0110,V5DEV_023,1,COMPETITIVE,ORIGINAL,1,0,TG10_SHARED_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0111,V5DEV_023,1,COMPETITIVE,ORIGINAL,1,0,TG10_SHARED_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0112,V5DEV_023,0,COMPETITIVE,ORIGINAL,1,0,TG10_SHARED_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0113,V5DEV_023,0,COMPETITIVE,ORIGINAL,1,0,TG10_SHARED_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0114,V5DEV_023,0,COMPETITIVE,ORIGINAL,1,0,TG10_SHARED_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0115,V5DEV_023,1,COMPETITIVE,ORIGINAL,1,0,TG10_SHARED_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0116,V5DEV_023,1,COMPETITIVE,ORIGINAL,1,0,TG10_SHARED_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0123,V5DEV_026,1,COMPETITIVE,ORIGINAL,1,0,TG10_SHARED_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0124,V5DEV_026,1,COMPETITIVE,ORIGINAL,1,0,TG10_SHARED_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0125,V5DEV_026,1,COMPETITIVE,ORIGINAL,1,0,TG10_SHARED_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0163,V5DEV_079,1,PROJECT,ORIGINAL,1,0,TG10_SHARED_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0164,V5DEV_080,1,PROJECT,ORIGINAL,1,0,TG10_SHARED_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0173,V5DEV_109,1,STATUS,ORIGINAL,1,0,TG10_SHARED_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0174,V5DEV_109,0,STATUS,ORIGINAL,1,0,TG10_SHARED_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0181,V5DEV_121,1,STATUS,ORIGINAL,1,0,TG10_SHARED_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0190,V5DEV_155,1,STATUS,ORIGINAL,1,0,TG10_SHARED_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0001,V5DEVX_004,0,COMPETITIVE,E1,1,0,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0002,V5DEVX_004,1,COMPETITIVE,E1,1,0,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0003,V5DEVX_004,1,COMPETITIVE,E1,1,0,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0004,V5DEVX_007,0,COMPETITIVE,E1,1,0,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0012,V5DEVX_025,1,COMPETITIVE,E1,1,0,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0013,V5DEVX_025,1,COMPETITIVE,E1,1,0,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0021,V5DEVX_049,1,COMPETITIVE,E1,1,0,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0022,V5DEVX_049,1,COMPETITIVE,E1,1,0,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0023,V5DEVX_049,1,COMPETITIVE,E1,1,0,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0024,V5DEVX_049,0,COMPETITIVE,E1,1,0,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0035,V5DEVX_108,1,STATUS,E1,1,0,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0048,V5DEVX_147,1,STATUS,E1,1,0,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0060,V5DEVE2_003,1,STATUS,E2,1,0,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0071,V5DEVE2_042,1,STATUS,E2,1,0,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0077,V5DEVE2_128,1,STATUS,E2,1,0,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0078,V5DEVE2_128,0,STATUS,E2,1,0,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0079,V5DEVE2_154,0,COMPETITIVE,E2,1,0,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0081,V5DEV_001,0,COMPETITIVE,ORIGINAL,1,0,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0082,V5DEV_001,0,COMPETITIVE,ORIGINAL,1,0,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0104,V5DEV_015,0,COMPETITIVE,ORIGINAL,1,0,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0105,V5DEV_015,0,COMPETITIVE,ORIGINAL,1,0,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0107,V5DEV_020,0,COMPETITIVE,ORIGINAL,1,0,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0109,V5DEV_023,1,COMPETITIVE,ORIGINAL,1,0,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0110,V5DEV_023,1,COMPETITIVE,ORIGINAL,1,0,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0111,V5DEV_023,1,COMPETITIVE,ORIGINAL,1,0,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0112,V5DEV_023,0,COMPETITIVE,ORIGINAL,1,0,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0113,V5DEV_023,0,COMPETITIVE,ORIGINAL,1,0,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0114,V5DEV_023,0,COMPETITIVE,ORIGINAL,1,0,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0115,V5DEV_023,1,COMPETITIVE,ORIGINAL,1,0,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0116,V5DEV_023,1,COMPETITIVE,ORIGINAL,1,0,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0123,V5DEV_026,1,COMPETITIVE,ORIGINAL,1,0,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0124,V5DEV_026,1,COMPETITIVE,ORIGINAL,1,0,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0125,V5DEV_026,1,COMPETITIVE,ORIGINAL,1,0,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0163,V5DEV_079,1,PROJECT,ORIGINAL,1,0,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0164,V5DEV_080,1,PROJECT,ORIGINAL,1,0,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0173,V5DEV_109,1,STATUS,ORIGINAL,1,0,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0174,V5DEV_109,0,STATUS,ORIGINAL,1,0,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0181,V5DEV_121,1,STATUS,ORIGINAL,1,0,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0190,V5DEV_155,1,STATUS,ORIGINAL,1,0,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0001,V5DEVX_004,0,COMPETITIVE,E1,1,0,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,1.0
PRIMARY_TRUSTED_0002,V5DEVX_004,1,COMPETITIVE,E1,1,0,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,1.0
PRIMARY_TRUSTED_0003,V5DEVX_004,1,COMPETITIVE,E1,1,0,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,1.0
PRIMARY_TRUSTED_0004,V5DEVX_007,0,COMPETITIVE,E1,1,0,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,1.0
PRIMARY_TRUSTED_0012,V5DEVX_025,1,COMPETITIVE,E1,1,0,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,1.0
PRIMARY_TRUSTED_0013,V5DEVX_025,1,COMPETITIVE,E1,1,0,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,0.0
PRIMARY_TRUSTED_0021,V5DEVX_049,1,COMPETITIVE,E1,1,0,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,0.0
PRIMARY_TRUSTED_0022,V5DEVX_049,1,COMPETITIVE,E1,1,0,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,0.0
PRIMARY_TRUSTED_0023,V5DEVX_049,1,COMPETITIVE,E1,1,0,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,1.0
PRIMARY_TRUSTED_0024,V5DEVX_049,0,COMPETITIVE,E1,1,0,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,0.0
PRIMARY_TRUSTED_0035,V5DEVX_108,1,STATUS,E1,1,0,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,0.0
PRIMARY_TRUSTED_0048,V5DEVX_147,1,STATUS,E1,1,0,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,1.0
PRIMARY_TRUSTED_0060,V5DEVE2_003,1,STATUS,E2,1,0,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,1.0
PRIMARY_TRUSTED_0071,V5DEVE2_042,1,STATUS,E2,1,0,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,1.0
PRIMARY_TRUSTED_0077,V5DEVE2_128,1,STATUS,E2,1,0,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,1.0
PRIMARY_TRUSTED_0078,V5DEVE2_128,0,STATUS,E2,1,0,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,0.0
PRIMARY_TRUSTED_0079,V5DEVE2_154,0,COMPETITIVE,E2,1,0,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,0.0
PRIMARY_TRUSTED_0081,V5DEV_001,0,COMPETITIVE,ORIGINAL,1,0,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,1.0
PRIMARY_TRUSTED_0082,V5DEV_001,0,COMPETITIVE,ORIGINAL,1,0,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,1.0
PRIMARY_TRUSTED_0104,V5DEV_015,0,COMPETITIVE,ORIGINAL,1,0,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,1.0
PRIMARY_TRUSTED_0105,V5DEV_015,0,COMPETITIVE,ORIGINAL,1,0,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,1.0
PRIMARY_TRUSTED_0107,V5DEV_020,0,COMPETITIVE,ORIGINAL,1,0,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,1.0
PRIMARY_TRUSTED_0109,V5DEV_023,1,COMPETITIVE,ORIGINAL,1,0,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,1.0
PRIMARY_TRUSTED_0110,V5DEV_023,1,COMPETITIVE,ORIGINAL,1,0,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,1.0
PRIMARY_TRUSTED_0111,V5DEV_023,1,COMPETITIVE,ORIGINAL,1,0,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,1.0
PRIMARY_TRUSTED_0112,V5DEV_023,0,COMPETITIVE,ORIGINAL,1,0,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,1.0
PRIMARY_TRUSTED_0113,V5DEV_023,0,COMPETITIVE,ORIGINAL,1,0,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,1.0
PRIMARY_TRUSTED_0114,V5DEV_023,0,COMPETITIVE,ORIGINAL,1,0,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,1.0
PRIMARY_TRUSTED_0115,V5DEV_023,1,COMPETITIVE,ORIGINAL,1,0,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,1.0
PRIMARY_TRUSTED_0116,V5DEV_023,1,COMPETITIVE,ORIGINAL,1,0,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,1.0
PRIMARY_TRUSTED_0123,V5DEV_026,1,COMPETITIVE,ORIGINAL,1,0,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,0.0
PRIMARY_TRUSTED_0124,V5DEV_026,1,COMPETITIVE,ORIGINAL,1,0,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,0.0
PRIMARY_TRUSTED_0125,V5DEV_026,1,COMPETITIVE,ORIGINAL,1,0,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,0.0
PRIMARY_TRUSTED_0163,V5DEV_079,1,PROJECT,ORIGINAL,1,0,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,0.0
PRIMARY_TRUSTED_0164,V5DEV_080,1,PROJECT,ORIGINAL,1,0,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,0.0
PRIMARY_TRUSTED_0173,V5DEV_109,1,STATUS,ORIGINAL,1,0,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,0.0
PRIMARY_TRUSTED_0174,V5DEV_109,0,STATUS,ORIGINAL,1,0,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,1.0
PRIMARY_TRUSTED_0181,V5DEV_121,1,STATUS,ORIGINAL,1,0,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,1.0
PRIMARY_TRUSTED_0190,V5DEV_155,1,STATUS,ORIGINAL,1,0,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,1.0
PRIMARY_TRUSTED_0005,V5DEVX_008,1,PROJECT,E1,1,1,TG10_SHARED_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0006,V5DEVX_008,0,PROJECT,E1,1,1,TG10_SHARED_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0007,V5DEVX_010,0,COMPETITIVE,E1,1,1,TG10_SHARED_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0008,V5DEVX_010,1,COMPETITIVE,E1,1,1,TG10_SHARED_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0009,V5DEVX_010,0,COMPETITIVE,E1,1,1,TG10_SHARED_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0010,V5DEVX_010,1,COMPETITIVE,E1,1,1,TG10_SHARED_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0018,V5DEVX_046,1,COMPETITIVE,E1,1,1,TG10_SHARED_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0019,V5DEVX_046,1,COMPETITIVE,E1,1,1,TG10_SHARED_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0020,V5DEVX_048,1,STATUS,E1,1,1,TG10_SHARED_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0033,V5DEVX_103,0,COMPETITIVE,E1,1,1,TG10_SHARED_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0034,V5DEVX_106,1,COMPETITIVE,E1,1,1,TG10_SHARED_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0058,V5DEVE2_001,1,COMPETITIVE,E2,1,1,TG10_SHARED_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0059,V5DEVE2_001,0,COMPETITIVE,E2,1,1,TG10_SHARED_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0069,V5DEVE2_027,1,STATUS,E2,1,1,TG10_SHARED_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0072,V5DEVE2_061,1,STATUS,E2,1,1,TG10_SHARED_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0083,V5DEV_003,0,COMPETITIVE,ORIGINAL,1,1,TG10_SHARED_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0090,V5DEV_008,0,COMPETITIVE,ORIGINAL,1,1,TG10_SHARED_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0091,V5DEV_008,0,COMPETITIVE,ORIGINAL,1,1,TG10_SHARED_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0096,V5DEV_012,0,COMPETITIVE,ORIGINAL,1,1,TG10_SHARED_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0097,V5DEV_012,1,COMPETITIVE,ORIGINAL,1,1,TG10_SHARED_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0130,V5DEV_030,0,COMPETITIVE,ORIGINAL,1,1,TG10_SHARED_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0131,V5DEV_030,0,COMPETITIVE,ORIGINAL,1,1,TG10_SHARED_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0132,V5DEV_030,0,COMPETITIVE,ORIGINAL,1,1,TG10_SHARED_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0133,V5DEV_030,1,COMPETITIVE,ORIGINAL,1,1,TG10_SHARED_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0134,V5DEV_030,1,COMPETITIVE,ORIGINAL,1,1,TG10_SHARED_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0135,V5DEV_030,1,COMPETITIVE,ORIGINAL,1,1,TG10_SHARED_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0136,V5DEV_030,1,COMPETITIVE,ORIGINAL,1,1,TG10_SHARED_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0137,V5DEV_031,1,COMPETITIVE,ORIGINAL,1,1,TG10_SHARED_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0156,V5DEV_039,1,COMPETITIVE,ORIGINAL,1,1,TG10_SHARED_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0157,V5DEV_039,1,COMPETITIVE,ORIGINAL,1,1,TG10_SHARED_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0158,V5DEV_039,1,COMPETITIVE,ORIGINAL,1,1,TG10_SHARED_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0170,V5DEV_108,1,STATUS,ORIGINAL,1,1,TG10_SHARED_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0171,V5DEV_108,0,STATUS,ORIGINAL,1,1,TG10_SHARED_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0172,V5DEV_108,0,STATUS,ORIGINAL,1,1,TG10_SHARED_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0175,V5DEV_114,1,STATUS,ORIGINAL,1,1,TG10_SHARED_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0176,V5DEV_114,1,STATUS,ORIGINAL,1,1,TG10_SHARED_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0185,V5DEV_134,1,STATUS,ORIGINAL,1,1,TG10_SHARED_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0191,V5DEV_156,1,STATUS,ORIGINAL,1,1,TG10_SHARED_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0005,V5DEVX_008,1,PROJECT,E1,1,1,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0006,V5DEVX_008,0,PROJECT,E1,1,1,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0007,V5DEVX_010,0,COMPETITIVE,E1,1,1,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0008,V5DEVX_010,1,COMPETITIVE,E1,1,1,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0009,V5DEVX_010,0,COMPETITIVE,E1,1,1,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0010,V5DEVX_010,1,COMPETITIVE,E1,1,1,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,GENERAL,0.0
