model,mechanism_signature,n_pairs,n_subjects,subject_macro_pairwise,interpretation_allowed
TG10_SB_RELATIONS_L2,PROJECT::commercial_success__VS__commercial_failure,5,5,0.44000000000000006,True
TG10_SB_RELATIONS_L2,PROJECT::commercial_success__VS__commercial_underperformance,2,2,0.9,False
TG10_SB_RELATIONS_L2,PROJECT::commercial_success__VS__financial_failure,1,1,0.8,False
TG10_SB_RELATIONS_L2,PROJECT::commercial_success__VS__low_commercial_reach,1,1,1.0,False
TG10_SB_RELATIONS_L2,PROJECT::commercial_success__VS__overall_project_failure,3,3,0.5333333333333333,False
TG10_SB_RELATIONS_L2,PROJECT::major_project_success__VS__low_initial_reception,1,1,0.0,False
TG10_SB_RELATIONS_L2,PROJECT::overall_project_success__VS__overall_project_failure,1,1,0.0,False
TG10_SB_RELATIONS_L2,PROJECT::project_revived__VS__project_cancellation,1,1,0.0,False
TG10_SB_RELATIONS_L2,PROJECT::project_success__VS__commercial_failure,2,2,0.0,False
TG10_SB_RELATIONS_L2,PROJECT::project_success__VS__project_cancellation,3,3,0.5333333333333333,False
TG10_SB_RELATIONS_L2,RECOGNITION::FORMAL_RECOGNITION__VS__FORMAL_RECOGNITION,4,3,0.4666666666666666,False
TG10_SB_RELATIONS_L2,STATUS::APPOINTMENT_GAIN__VS__ELECTION_LOSS,3,3,0.5333333333333333,False
TG10_SB_RELATIONS_L2,STATUS::APPOINTMENT_GAIN__VS__ROLE_LOSS,1,1,0.8,False
TG10_SB_RELATIONS_L2,STATUS::BUSINESS_LEADERSHIP_STATUS__VS__BUSINESS_LEADERSHIP_STATUS,1,1,1.0,False
TG10_SB_RELATIONS_L2,STATUS::ELECTION_WIN__VS__ELECTION_LOSS,2,2,0.9,False
TG10_SB_RELATIONS_L2,STATUS::appointment_gain__VS__election_campaign_loss,1,1,1.0,False
TG10_SB_RELATIONS_L2,STATUS::appointment_gain__VS__election_loss,1,1,1.0,False
TG10_SB_RELATIONS_L2,STATUS::appointment_gain__VS__leadership_loss,1,1,0.4,False
TG10_SB_RELATIONS_L2,STATUS::election_win__VS__election_loss,2,1,0.3,False
TG10_SB_RELATIONS_L2,STATUS::role_gain__VS__role_loss,1,1,0.0,False
TG10_SB_STRENGTH_L2,COMPETITIVE::COMPETITION_OR_PERFORMANCE__VS__COMPETITION_OR_PERFORMANCE,2,1,0.1,False
TG10_SB_STRENGTH_L2,COMPETITIVE::TITLE_WIN__VS__MAJOR_LOSS,16,16,0.49999999999999994,True
TG10_SB_STRENGTH_L2,COMPETITIVE::explicit_outcome__VS__explicit_outcome,25,13,0.3656410256410257,True
TG10_SB_STRENGTH_L2,PROJECT::CREATIVE_OR_MEDIA_PROJECT__VS__CANCELLATION,2,2,0.5,False
TG10_SB_STRENGTH_L2,PROJECT::CREATIVE_OR_MEDIA_PROJECT__VS__CAREER_STALL,1,1,0.0,False
TG10_SB_STRENGTH_L2,PROJECT::CREATIVE_OR_MEDIA_PROJECT__VS__COMMERCIAL_FAILURE,2,2,0.0,False
TG10_SB_STRENGTH_L2,PROJECT::CREATIVE_OR_MEDIA_PROJECT__VS__COMMERCIAL_SETBACK,1,1,1.0,False
TG10_SB_STRENGTH_L2,PROJECT::CREATIVE_OR_MEDIA_PROJECT__VS__CREATIVE_OR_MEDIA_PROJECT,12,11,0.30909090909090914,True
TG10_SB_STRENGTH_L2,PROJECT::CREATIVE_OR_MEDIA_PROJECT__VS__CRITICAL_FAILURE,2,2,0.4,False
TG10_SB_STRENGTH_L2,PROJECT::commercial_success__VS__commercial_failure,5,5,0.52,True
TG10_SB_STRENGTH_L2,PROJECT::commercial_success__VS__commercial_underperformance,2,2,0.5,False
TG10_SB_STRENGTH_L2,PROJECT::commercial_success__VS__financial_failure,1,1,0.2,False
TG10_SB_STRENGTH_L2,PROJECT::commercial_success__VS__low_commercial_reach,1,1,1.0,False
TG10_SB_STRENGTH_L2,PROJECT::commercial_success__VS__overall_project_failure,3,3,0.3333333333333333,False
TG10_SB_STRENGTH_L2,PROJECT::major_project_success__VS__low_initial_reception,1,1,0.0,False
TG10_SB_STRENGTH_L2,PROJECT::overall_project_success__VS__overall_project_failure,1,1,0.0,False
TG10_SB_STRENGTH_L2,PROJECT::project_revived__VS__project_cancellation,1,1,0.0,False
TG10_SB_STRENGTH_L2,PROJECT::project_success__VS__commercial_failure,2,2,0.5,False
TG10_SB_STRENGTH_L2,PROJECT::project_success__VS__project_cancellation,3,3,0.6666666666666666,False
TG10_SB_STRENGTH_L2,RECOGNITION::FORMAL_RECOGNITION__VS__FORMAL_RECOGNITION,4,3,0.4000000000000001,False
TG10_SB_STRENGTH_L2,STATUS::APPOINTMENT_GAIN__VS__ELECTION_LOSS,3,3,0.26666666666666666,False
TG10_SB_STRENGTH_L2,STATUS::APPOINTMENT_GAIN__VS__ROLE_LOSS,1,1,0.4,False
TG10_SB_STRENGTH_L2,STATUS::BUSINESS_LEADERSHIP_STATUS__VS__BUSINESS_LEADERSHIP_STATUS,1,1,1.0,False
TG10_SB_STRENGTH_L2,STATUS::ELECTION_WIN__VS__ELECTION_LOSS,2,2,0.7,False
TG10_SB_STRENGTH_L2,STATUS::appointment_gain__VS__election_campaign_loss,1,1,0.8,False
TG10_SB_STRENGTH_L2,STATUS::appointment_gain__VS__election_loss,1,1,0.4,False
TG10_SB_STRENGTH_L2,STATUS::appointment_gain__VS__leadership_loss,1,1,0.6,False
TG10_SB_STRENGTH_L2,STATUS::election_win__VS__election_loss,2,1,0.5,False
TG10_SB_STRENGTH_L2,STATUS::role_gain__VS__role_loss,1,1,0.0,False
TG10_STEM_BRANCH_L2,COMPETITIVE::COMPETITION_OR_PERFORMANCE__VS__COMPETITION_OR_PERFORMANCE,2,1,0.0,False
TG10_STEM_BRANCH_L2,COMPETITIVE::TITLE_WIN__VS__MAJOR_LOSS,16,16,0.5624999999999999,True
TG10_STEM_BRANCH_L2,COMPETITIVE::explicit_outcome__VS__explicit_outcome,25,13,0.30820512820512824,True
TG10_STEM_BRANCH_L2,PROJECT::CREATIVE_OR_MEDIA_PROJECT__VS__CANCELLATION,2,2,0.5,False
TG10_STEM_BRANCH_L2,PROJECT::CREATIVE_OR_MEDIA_PROJECT__VS__CAREER_STALL,1,1,0.0,False
TG10_STEM_BRANCH_L2,PROJECT::CREATIVE_OR_MEDIA_PROJECT__VS__COMMERCIAL_FAILURE,2,2,0.1,False
TG10_STEM_BRANCH_L2,PROJECT::CREATIVE_OR_MEDIA_PROJECT__VS__COMMERCIAL_SETBACK,1,1,1.0,False
TG10_STEM_BRANCH_L2,PROJECT::CREATIVE_OR_MEDIA_PROJECT__VS__CREATIVE_OR_MEDIA_PROJECT,12,11,0.32727272727272727,True
TG10_STEM_BRANCH_L2,PROJECT::CREATIVE_OR_MEDIA_PROJECT__VS__CRITICAL_FAILURE,2,2,0.5,False
TG10_STEM_BRANCH_L2,PROJECT::commercial_success__VS__commercial_failure,5,5,0.52,True
TG10_STEM_BRANCH_L2,PROJECT::commercial_success__VS__commercial_underperformance,2,2,1.0,False
TG10_STEM_BRANCH_L2,PROJECT::commercial_success__VS__financial_failure,1,1,0.6,False
TG10_STEM_BRANCH_L2,PROJECT::commercial_success__VS__low_commercial_reach,1,1,1.0,False
TG10_STEM_BRANCH_L2,PROJECT::commercial_success__VS__overall_project_failure,3,3,0.6,False
TG10_STEM_BRANCH_L2,PROJECT::major_project_success__VS__low_initial_reception,1,1,0.0,False
TG10_STEM_BRANCH_L2,PROJECT::overall_project_success__VS__overall_project_failure,1,1,0.0,False
TG10_STEM_BRANCH_L2,PROJECT::project_revived__VS__project_cancellation,1,1,0.0,False
TG10_STEM_BRANCH_L2,PROJECT::project_success__VS__commercial_failure,2,2,0.5,False
TG10_STEM_BRANCH_L2,PROJECT::project_success__VS__project_cancellation,3,3,0.6666666666666666,False
TG10_STEM_BRANCH_L2,RECOGNITION::FORMAL_RECOGNITION__VS__FORMAL_RECOGNITION,4,3,0.43333333333333335,False
TG10_STEM_BRANCH_L2,STATUS::APPOINTMENT_GAIN__VS__ELECTION_LOSS,3,3,0.5333333333333333,False
TG10_STEM_BRANCH_L2,STATUS::APPOINTMENT_GAIN__VS__ROLE_LOSS,1,1,0.4,False
TG10_STEM_BRANCH_L2,STATUS::BUSINESS_LEADERSHIP_STATUS__VS__BUSINESS_LEADERSHIP_STATUS,1,1,1.0,False
TG10_STEM_BRANCH_L2,STATUS::ELECTION_WIN__VS__ELECTION_LOSS,2,2,0.7,False
TG10_STEM_BRANCH_L2,STATUS::appointment_gain__VS__election_campaign_loss,1,1,1.0,False
TG10_STEM_BRANCH_L2,STATUS::appointment_gain__VS__election_loss,1,1,0.6,False
TG10_STEM_BRANCH_L2,STATUS::appointment_gain__VS__leadership_loss,1,1,0.6,False
TG10_STEM_BRANCH_L2,STATUS::election_win__VS__election_loss,2,1,0.4,False
TG10_STEM_BRANCH_L2,STATUS::role_gain__VS__role_loss,1,1,0.0,False
TG10_STEM_L2,COMPETITIVE::COMPETITION_OR_PERFORMANCE__VS__COMPETITION_OR_PERFORMANCE,2,1,0.0,False
TG10_STEM_L2,COMPETITIVE::TITLE_WIN__VS__MAJOR_LOSS,16,16,0.525,True
TG10_STEM_L2,COMPETITIVE::explicit_outcome__VS__explicit_outcome,25,13,0.3851282051282051,True
TG10_STEM_L2,PROJECT::CREATIVE_OR_MEDIA_PROJECT__VS__CANCELLATION,2,2,0.0,False
TG10_STEM_L2,PROJECT::CREATIVE_OR_MEDIA_PROJECT__VS__CAREER_STALL,1,1,0.0,False
TG10_STEM_L2,PROJECT::CREATIVE_OR_MEDIA_PROJECT__VS__COMMERCIAL_FAILURE,2,2,0.4,False
TG10_STEM_L2,PROJECT::CREATIVE_OR_MEDIA_PROJECT__VS__COMMERCIAL_SETBACK,1,1,0.2,False
TG10_STEM_L2,PROJECT::CREATIVE_OR_MEDIA_PROJECT__VS__CREATIVE_OR_MEDIA_PROJECT,12,11,0.3727272727272727,True
TG10_STEM_L2,PROJECT::CREATIVE_OR_MEDIA_PROJECT__VS__CRITICAL_FAILURE,2,2,0.5,False
TG10_STEM_L2,PROJECT::commercial_success__VS__commercial_failure,5,5,0.52,True
TG10_STEM_L2,PROJECT::commercial_success__VS__commercial_underperformance,2,2,0.4,False
TG10_STEM_L2,PROJECT::commercial_success__VS__financial_failure,1,1,0.8,False
TG10_STEM_L2,PROJECT::commercial_success__VS__low_commercial_reach,1,1,1.0,False
TG10_STEM_L2,PROJECT::commercial_success__VS__overall_project_failure,3,3,0.9333333333333332,False
TG10_STEM_L2,PROJECT::major_project_success__VS__low_initial_reception,1,1,0.4,False
TG10_STEM_L2,PROJECT::overall_project_success__VS__overall_project_failure,1,1,0.2,False
TG10_STEM_L2,PROJECT::project_revived__VS__project_cancellation,1,1,0.0,False
TG10_STEM_L2,PROJECT::project_success__VS__commercial_failure,2,2,0.2,False
TG10_STEM_L2,PROJECT::project_success__VS__project_cancellation,3,3,0.6666666666666666,False
TG10_STEM_L2,RECOGNITION::FORMAL_RECOGNITION__VS__FORMAL_RECOGNITION,4,3,0.26666666666666666,False
TG10_STEM_L2,STATUS::APPOINTMENT_GAIN__VS__ELECTION_LOSS,3,3,0.39999999999999997,False
TG10_STEM_L2,STATUS::APPOINTMENT_GAIN__VS__ROLE_LOSS,1,1,1.0,False
TG10_STEM_L2,STATUS::BUSINESS_LEADERSHIP_STATUS__VS__BUSINESS_LEADERSHIP_STATUS,1,1,0.6,False
TG10_STEM_L2,STATUS::ELECTION_WIN__VS__ELECTION_LOSS,2,2,0.9,False
TG10_STEM_L2,STATUS::appointment_gain__VS__election_campaign_loss,1,1,0.0,False
TG10_STEM_L2,STATUS::appointment_gain__VS__election_loss,1,1,0.6,False
TG10_STEM_L2,STATUS::appointment_gain__VS__leadership_loss,1,1,0.8,False
TG10_STEM_L2,STATUS::election_win__VS__election_loss,2,1,0.8,False
TG10_STEM_L2,STATUS::role_gain__VS__role_loss,1,1,0.0,False
TG5_GROUP_L2,COMPETITIVE::COMPETITION_OR_PERFORMANCE__VS__COMPETITION_OR_PERFORMANCE,2,1,0.8,False
TG5_GROUP_L2,COMPETITIVE::TITLE_WIN__VS__MAJOR_LOSS,16,16,0.41875,True
TG5_GROUP_L2,COMPETITIVE::explicit_outcome__VS__explicit_outcome,25,13,0.41025641025641024,True
TG5_GROUP_L2,PROJECT::CREATIVE_OR_MEDIA_PROJECT__VS__CANCELLATION,2,2,0.0,False
TG5_GROUP_L2,PROJECT::CREATIVE_OR_MEDIA_PROJECT__VS__CAREER_STALL,1,1,0.2,False
TG5_GROUP_L2,PROJECT::CREATIVE_OR_MEDIA_PROJECT__VS__COMMERCIAL_FAILURE,2,2,0.75,False
TG5_GROUP_L2,PROJECT::CREATIVE_OR_MEDIA_PROJECT__VS__COMMERCIAL_SETBACK,1,1,0.6,False
TG5_GROUP_L2,PROJECT::CREATIVE_OR_MEDIA_PROJECT__VS__CREATIVE_OR_MEDIA_PROJECT,12,11,0.2818181818181818,True
TG5_GROUP_L2,PROJECT::CREATIVE_OR_MEDIA_PROJECT__VS__CRITICAL_FAILURE,2,2,0.6,False
TG5_GROUP_L2,PROJECT::commercial_success__VS__commercial_failure,5,5,0.6,True
TG5_GROUP_L2,PROJECT::commercial_success__VS__commercial_underperformance,2,2,0.6,False
TG5_GROUP_L2,PROJECT::commercial_success__VS__financial_failure,1,1,1.0,False
TG5_GROUP_L2,PROJECT::commercial_success__VS__low_commercial_reach,1,1,0.8,False
TG5_GROUP_L2,PROJECT::commercial_success__VS__overall_project_failure,3,3,0.3666666666666667,False
TG5_GROUP_L2,PROJECT::major_project_success__VS__low_initial_reception,1,1,0.2,False
TG5_GROUP_L2,PROJECT::overall_project_success__VS__overall_project_failure,1,1,0.2,False
TG5_GROUP_L2,PROJECT::project_revived__VS__project_cancellation,1,1,0.2,False
TG5_GROUP_L2,PROJECT::project_success__VS__commercial_failure,2,2,0.25,False
TG5_GROUP_L2,PROJECT::project_success__VS__project_cancellation,3,3,0.6,False
TG5_GROUP_L2,RECOGNITION::FORMAL_RECOGNITION__VS__FORMAL_RECOGNITION,4,3,0.25,False
TG5_GROUP_L2,STATUS::APPOINTMENT_GAIN__VS__ELECTION_LOSS,3,3,0.3,False
TG5_GROUP_L2,STATUS::APPOINTMENT_GAIN__VS__ROLE_LOSS,1,1,1.0,False
TG5_GROUP_L2,STATUS::BUSINESS_LEADERSHIP_STATUS__VS__BUSINESS_LEADERSHIP_STATUS,1,1,0.2,False
TG5_GROUP_L2,STATUS::ELECTION_WIN__VS__ELECTION_LOSS,2,2,1.0,False
TG5_GROUP_L2,STATUS::appointment_gain__VS__election_campaign_loss,1,1,0.0,False
TG5_GROUP_L2,STATUS::appointment_gain__VS__election_loss,1,1,0.0,False
TG5_GROUP_L2,STATUS::appointment_gain__VS__leadership_loss,1,1,0.5,False
TG5_GROUP_L2,STATUS::election_win__VS__election_loss,2,1,0.65,False
TG5_GROUP_L2,STATUS::role_gain__VS__role_loss,1,1,0.5,False
