subject_id,correct,repeat,model
V5DEV_007,1.0,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEV_024,0.0,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEV_031,1.0,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEV_035,1.0,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEV_036,0.8333333333333334,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEV_037,0.5,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEV_080,1.0,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEV_109,0.5,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEV_125,0.0,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEV_134,1.0,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEV_138,1.0,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEV_150,1.0,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEVE2_007,0.5,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEVE2_014,0.0,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEVE2_015,1.0,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEVE2_028,1.0,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEVX_004,0.6666666666666666,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEVX_007,1.0,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEVX_031,0.0,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEVX_089,0.0,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEVX_108,0.0,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEVX_142,1.0,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_007,0.0,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_024,0.0,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_031,1.0,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_035,0.5,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_036,0.8333333333333334,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_037,0.5,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_080,1.0,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_109,0.0,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_125,1.0,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_134,0.0,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_138,1.0,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_150,1.0,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEVE2_007,0.5,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEVE2_014,1.0,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEVE2_015,1.0,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEVE2_028,1.0,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEVX_004,1.0,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEVX_007,1.0,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEVX_031,0.0,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEVX_089,0.0,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEVX_108,1.0,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEVX_142,1.0,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_007,0.0,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_024,0.0,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_031,1.0,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_035,1.0,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_036,0.6666666666666666,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_037,0.75,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_080,0.0,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_109,0.5,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_125,1.0,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_134,1.0,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_138,1.0,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_150,1.0,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEVE2_007,0.0,0,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVE2_014,0.0,0,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVE2_015,0.0,0,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVE2_028,0.0,0,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVX_004,0.0,0,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVX_007,0.0,0,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVX_031,0.0,0,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVX_089,0.0,0,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVX_108,0.0,0,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVX_142,0.0,0,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_007,0.0,0,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_024,0.0,0,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_031,0.0,0,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_035,0.0,0,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_036,0.0,0,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_037,0.0,0,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_080,0.0,0,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_109,0.0,0,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_125,0.0,0,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_134,0.0,0,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_138,0.0,0,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_150,0.0,0,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVE2_007,1.0,0,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVE2_014,1.0,0,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVE2_015,1.0,0,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVE2_028,1.0,0,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVX_004,0.0,0,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVX_007,0.0,0,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVX_031,0.0,0,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVX_089,0.0,0,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVX_108,1.0,0,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVX_142,0.0,0,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_007,0.0,0,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_024,0.0,0,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_031,0.0,0,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_035,0.0,0,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_036,0.0,0,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_037,0.0,0,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_080,0.0,0,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_109,0.5,0,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_125,0.0,0,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_134,1.0,0,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_138,0.5,0,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_150,1.0,0,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVE2_001,0.5,0,NUISANCE_ONLY
V5DEVE2_009,1.0,0,NUISANCE_ONLY
V5DEVE2_042,1.0,0,NUISANCE_ONLY
V5DEVE2_115,1.0,0,NUISANCE_ONLY
V5DEVX_025,1.0,0,NUISANCE_ONLY
V5DEVX_050,0.0,0,NUISANCE_ONLY
V5DEVX_122,1.0,0,NUISANCE_ONLY
V5DEVX_147,1.0,0,NUISANCE_ONLY
V5DEVX_154,0.8333333333333334,0,NUISANCE_ONLY
V5DEV_003,1.0,0,NUISANCE_ONLY
V5DEV_005,0.8,0,NUISANCE_ONLY
V5DEV_008,0.0,0,NUISANCE_ONLY
V5DEV_012,1.0,0,NUISANCE_ONLY
V5DEV_014,0.75,0,NUISANCE_ONLY
V5DEV_034,1.0,0,NUISANCE_ONLY
V5DEV_051,1.0,0,NUISANCE_ONLY
V5DEV_079,1.0,0,NUISANCE_ONLY
V5DEV_108,0.3333333333333333,0,NUISANCE_ONLY
V5DEV_118,0.0,0,NUISANCE_ONLY
V5DEV_152,1.0,0,NUISANCE_ONLY
V5DEVE2_001,0.5,0,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEVE2_009,0.0,0,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEVE2_042,1.0,0,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEVE2_115,0.0,0,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEVX_025,0.0,0,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEVX_050,1.0,0,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEVX_122,1.0,0,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEVX_147,0.0,0,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEVX_154,0.6666666666666666,0,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEV_003,0.0,0,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEV_005,0.8,0,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEV_008,1.0,0,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEV_012,0.5,0,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEV_014,0.75,0,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEV_034,0.5,0,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEV_051,0.0,0,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEV_079,1.0,0,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEV_108,0.3333333333333333,0,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEV_118,0.0,0,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEV_152,1.0,0,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEVE2_001,0.5,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEVE2_009,1.0,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEVE2_042,1.0,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEVE2_115,0.0,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEVX_025,0.0,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEVX_050,1.0,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEVX_122,1.0,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEVX_147,1.0,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEVX_154,0.6666666666666666,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEV_003,0.0,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEV_005,0.8,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEV_008,1.0,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEV_012,0.5,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEV_014,0.75,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEV_034,0.5,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEV_051,1.0,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEV_079,1.0,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEV_108,0.3333333333333333,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEV_118,0.0,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEV_152,1.0,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEVE2_001,0.5,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEVE2_009,1.0,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEVE2_042,0.0,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEVE2_115,1.0,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEVX_025,0.0,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEVX_050,1.0,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEVX_122,0.0,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEVX_147,0.0,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEVX_154,0.5,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_003,0.0,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_005,0.4,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_008,1.0,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_012,0.5,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_014,0.75,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_034,0.5,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_051,1.0,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_079,1.0,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_108,0.0,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_118,0.0,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_152,1.0,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEVE2_001,0.5,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEVE2_009,1.0,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEVE2_042,1.0,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEVE2_115,1.0,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEVX_025,0.0,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEVX_050,1.0,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEVX_122,1.0,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEVX_147,0.0,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEVX_154,0.5,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_003,0.0,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_005,0.4,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_008,1.0,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_012,0.5,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_014,0.75,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_034,0.5,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_051,1.0,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_079,1.0,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_108,0.0,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_118,0.0,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_152,1.0,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEVE2_001,0.0,0,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVE2_009,0.0,0,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVE2_042,0.0,0,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVE2_115,0.0,0,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVX_025,0.0,0,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVX_050,0.0,0,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVX_122,0.0,0,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVX_147,0.0,0,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVX_154,0.0,0,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_003,0.0,0,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_005,0.0,0,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_008,0.0,0,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_012,0.0,0,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_014,0.0,0,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_034,0.0,0,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_051,0.0,0,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_079,0.0,0,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_108,0.0,0,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_118,0.0,0,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_152,0.0,0,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVE2_001,0.5,0,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVE2_009,1.0,0,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVE2_042,1.0,0,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVE2_115,1.0,0,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVX_025,0.0,0,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVX_050,1.0,0,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVX_122,1.0,0,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVX_147,1.0,0,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVX_154,0.5,0,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_003,1.0,0,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_005,0.6,0,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_008,1.0,0,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_012,1.0,0,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_014,0.75,0,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_034,0.5,0,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_051,1.0,0,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_079,0.0,0,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_108,0.0,0,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_118,0.0,0,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_152,1.0,0,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVE2_004,1.0,0,NUISANCE_ONLY
V5DEVE2_027,1.0,0,NUISANCE_ONLY
V5DEVE2_106,1.0,0,NUISANCE_ONLY
V5DEVE2_126,1.0,0,NUISANCE_ONLY
V5DEVE2_128,0.5,0,NUISANCE_ONLY
V5DEVX_010,0.5,0,NUISANCE_ONLY
V5DEVX_017,1.0,0,NUISANCE_ONLY
V5DEVX_046,0.5,0,NUISANCE_ONLY
V5DEVX_055,0.0,0,NUISANCE_ONLY
V5DEVX_066,1.0,0,NUISANCE_ONLY
V5DEVX_128,1.0,0,NUISANCE_ONLY
V5DEV_001,1.0,0,NUISANCE_ONLY
V5DEV_017,1.0,0,NUISANCE_ONLY
V5DEV_025,0.8,0,NUISANCE_ONLY
V5DEV_026,0.0,0,NUISANCE_ONLY
V5DEV_038,1.0,0,NUISANCE_ONLY
V5DEV_064,1.0,0,NUISANCE_ONLY
V5DEV_075,0.0,0,NUISANCE_ONLY
V5DEV_106,1.0,0,NUISANCE_ONLY
V5DEV_114,1.0,0,NUISANCE_ONLY
V5DEV_126,1.0,0,NUISANCE_ONLY
V5DEVE2_004,1.0,0,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEVE2_027,0.0,0,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEVE2_106,1.0,0,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEVE2_126,1.0,0,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEVE2_128,1.0,0,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEVX_010,0.25,0,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEVX_017,0.0,0,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEVX_046,1.0,0,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEVX_055,1.0,0,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEVX_066,1.0,0,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEVX_128,0.0,0,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEV_001,1.0,0,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEV_017,1.0,0,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEV_025,0.6,0,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEV_026,0.0,0,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEV_038,0.5,0,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEV_064,1.0,0,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEV_075,1.0,0,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEV_106,1.0,0,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEV_114,0.5,0,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEV_126,0.0,0,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEVE2_004,1.0,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEVE2_027,1.0,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEVE2_106,1.0,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEVE2_126,1.0,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEVE2_128,0.5,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEVX_010,0.75,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEVX_017,1.0,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEVX_046,1.0,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEVX_055,1.0,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEVX_066,1.0,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEVX_128,1.0,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEV_001,1.0,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEV_017,1.0,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEV_025,1.0,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEV_026,0.0,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEV_038,0.75,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEV_064,1.0,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEV_075,0.0,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEV_106,1.0,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEV_114,0.0,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEV_126,0.5,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEVE2_004,0.0,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEVE2_027,0.0,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEVE2_106,1.0,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEVE2_126,1.0,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEVE2_128,1.0,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEVX_010,0.5,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEVX_017,1.0,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEVX_046,0.5,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEVX_055,1.0,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEVX_066,1.0,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEVX_128,0.0,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_001,1.0,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_017,0.0,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_025,1.0,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_026,1.0,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_038,0.5,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_064,0.0,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_075,1.0,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_106,0.0,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_114,0.0,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_126,0.5,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEVE2_004,0.0,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEVE2_027,1.0,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEVE2_106,1.0,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEVE2_126,1.0,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEVE2_128,1.0,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEVX_010,0.5,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEVX_017,1.0,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEVX_046,1.0,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEVX_055,1.0,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEVX_066,1.0,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEVX_128,0.0,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
