subject_id,name,preassigned_axis,collection_wave,birth_year,earlier_year,later_year,year_gap,earlier_is_positive,earlier_polarity,later_polarity,earlier_event_count,later_event_count,earlier_event_types,later_event_types,subject_pair_count,subject_weight,earlier_event_age,later_event_age,calendar_midpoint
V5DEV_038,Guy Forget,COMPETITIVE,ORIGINAL,1965,1990,1991,1,1,positive,negative,1,2,season_final_title_win,grand_slam_quarterfinal_loss,4,0.25,25,26,1990.5
V5DEV_038,Guy Forget,COMPETITIVE,ORIGINAL,1965,1991,1996,5,0,negative,positive,2,1,grand_slam_quarterfinal_loss,davis_cup_title_win,4,0.25,26,31,1993.5
V5DEV_039,Andreas Ostler,COMPETITIVE,ORIGINAL,1921,1951,1956,5,1,positive,negative,1,1,world_championship_win,olympic_non_medal_finish,3,0.3333333333333333,30,35,1953.5
V5DEV_039,Andreas Ostler,COMPETITIVE,ORIGINAL,1921,1952,1956,4,1,positive,negative,1,1,olympic_gold,olympic_non_medal_finish,3,0.3333333333333333,31,35,1954.0
V5DEV_039,Andreas Ostler,COMPETITIVE,ORIGINAL,1921,1953,1956,3,1,positive,negative,1,1,world_championship_medal,olympic_non_medal_finish,3,0.3333333333333333,32,35,1954.5
V5DEV_040,Cédric Pioline,COMPETITIVE,ORIGINAL,1969,1997,2000,3,0,negative,positive,1,1,grand_slam_final_loss,masters_title_win,1,1.0,28,31,1998.5
V5DEV_051,Adam Goldberg,PROJECT,ORIGINAL,1970,1998,2003,5,0,negative,positive,1,1,commercial_failure,festival_selection,1,1.0,28,33,2000.5
V5DEV_064,Gus Van Sant,PROJECT,ORIGINAL,1952,1998,2003,5,0,negative,positive,1,1,commercial_failure,film_festival_award,1,1.0,46,51,2000.5
V5DEV_075,Maurizio Arena,PROJECT,ORIGINAL,1933,1956,1960,4,1,positive,negative,1,1,film_breakthrough,directorial_project_failure,1,1.0,23,27,1958.0
V5DEV_079,Fausto Leali,PROJECT,ORIGINAL,1944,1989,1991,2,1,positive,negative,1,1,song_festival_win,song_and_album_underperformance,1,1.0,45,47,1990.0
V5DEV_080,John Cena,PROJECT,ORIGINAL,1977,2022,2023,1,1,positive,negative,1,1,television_series_success,film_commercial_failure,1,1.0,45,46,2022.5
V5DEV_084,Mia Martini,PROJECT,ORIGINAL,1947,1982,1985,3,1,positive,negative,1,1,song_award_win,festival_selection_rejection,3,0.3333333333333333,35,38,1983.5
V5DEV_084,Mia Martini,PROJECT,ORIGINAL,1947,1985,1989,4,0,negative,positive,1,1,festival_selection_rejection,song_award_win,3,0.3333333333333333,38,42,1987.0
V5DEV_084,Mia Martini,PROJECT,ORIGINAL,1947,1985,1990,5,0,negative,positive,1,1,festival_selection_rejection,song_award_win,3,0.3333333333333333,38,43,1987.5
V5DEV_090,Bernd Alois Zimmermann,PROJECT,ORIGINAL,1918,1960,1965,5,0,negative,positive,1,1,premiere_rejection,premiere_triumph,1,1.0,42,47,1962.5
V5DEV_106,Björn Engholm,STATUS,ORIGINAL,1939,1988,1993,5,1,positive,negative,1,1,minister_president_accession,minister_president_and_party_resignation,1,1.0,49,54,1990.5
V5DEV_108,George Steinbrenner,STATUS,ORIGINAL,1930,1973,1974,1,1,positive,negative,1,1,leadership_accession,suspension_from_authority,3,0.3333333333333333,43,44,1973.5
V5DEV_108,George Steinbrenner,STATUS,ORIGINAL,1930,1974,1976,2,0,negative,positive,1,1,suspension_from_authority,authority_restoration,3,0.3333333333333333,44,46,1975.0
V5DEV_108,George Steinbrenner,STATUS,ORIGINAL,1930,1990,1993,3,0,negative,positive,1,1,ban_from_authority,authority_restoration,3,0.3333333333333333,60,63,1991.5
V5DEV_109,Alain Poher,STATUS,ORIGINAL,1909,1968,1969,1,1,positive,negative,1,1,senate_presidency,presidential_election_loss,2,0.5,59,60,1968.5
V5DEV_109,Alain Poher,STATUS,ORIGINAL,1909,1969,1974,5,0,negative,positive,1,1,presidential_election_loss,acting_presidency,2,0.5,60,65,1971.5
V5DEV_114,Gaston Eyskens,STATUS,ORIGINAL,1905,1949,1950,1,1,positive,negative,1,1,prime_minister_accession,government_resignation,2,0.5,44,45,1949.5
V5DEV_114,Gaston Eyskens,STATUS,ORIGINAL,1905,1968,1973,5,1,positive,negative,1,1,prime_minister_return,government_collapse,2,0.5,63,68,1970.5
V5DEV_117,Franz Müntefering,STATUS,ORIGINAL,1940,2002,2005,3,1,positive,negative,1,1,parliamentary_group_chair,party_chair_resignation,3,0.3333333333333333,62,65,2003.5
V5DEV_117,Franz Müntefering,STATUS,ORIGINAL,1940,2004,2005,1,1,positive,negative,1,1,party_chair_accession,party_chair_resignation,3,0.3333333333333333,64,65,2004.5
V5DEV_117,Franz Müntefering,STATUS,ORIGINAL,1940,2005,2008,3,0,negative,positive,1,1,party_chair_resignation,party_chair_return,3,0.3333333333333333,65,68,2006.5
V5DEV_118,Jacques Goddet,STATUS,ORIGINAL,1905,1944,1946,2,0,negative,positive,1,1,leadership_platform_loss,leadership_restoration,1,1.0,39,41,1945.0
V5DEV_121,Gerhard Schröder,STATUS,ORIGINAL,1944,2002,2005,3,1,positive,negative,1,1,chancellor_reelection,chancellorship_loss_after_election,1,1.0,58,61,2003.5
V5DEV_125,Neel Kashkari,STATUS,ORIGINAL,1973,2014,2016,2,0,negative,positive,1,1,electoral_defeat,institutional_president_accession,1,1.0,41,43,2015.0
V5DEV_126,Adolf Eichmann,STATUS,ORIGINAL,1906,1940,1945,5,1,positive,negative,1,1,security_office_leadership_accession,institutional_authority_collapse,2,0.5,34,39,1942.5
V5DEV_126,Adolf Eichmann,STATUS,ORIGINAL,1906,1941,1945,4,1,positive,negative,1,1,security_office_leadership_accession,institutional_authority_collapse,2,0.5,35,39,1943.0
V5DEV_134,Desi Bouterse,STATUS,ORIGINAL,1945,2015,2020,5,1,positive,negative,1,1,presidential_reelection,presidency_loss_after_election,1,1.0,70,75,2017.5
V5DEV_138,Jean-Marc Ayrault,STATUS,ORIGINAL,1950,2012,2014,2,1,positive,negative,1,1,prime_minister_accession,prime_minister_resignation,2,0.5,62,64,2013.0
V5DEV_138,Jean-Marc Ayrault,STATUS,ORIGINAL,1950,2014,2016,2,0,negative,positive,1,1,prime_minister_resignation,foreign_minister_accession,2,0.5,64,66,2015.0
V5DEV_150,Jérôme Cahuzac,STATUS,ORIGINAL,1952,2012,2013,1,1,positive,negative,1,1,budget_minister_accession,ministerial_resignation,1,1.0,60,61,2012.5
V5DEV_152,Jack Parsons,STATUS,ORIGINAL,1914,1942,1944,2,1,positive,negative,1,1,aerojet_cofounder_accession,aerojet_expulsion,1,1.0,28,30,1943.0
V5DEV_155,Gerhard Stoltenberg,STATUS,ORIGINAL,1928,1989,1992,3,1,positive,negative,1,1,federal_minister_transition,ministerial_resignation,1,1.0,61,64,1990.5
V5DEV_156,Renato Ruggiero,STATUS,ORIGINAL,1930,2001,2002,1,1,positive,negative,1,1,foreign_minister_accession,foreign_minister_resignation,1,1.0,71,72,2001.5
V5DEV_158,Yves Saint Laurent,STATUS,ORIGINAL,1936,1957,1960,3,1,positive,negative,1,1,dior_head_accession,dior_dismissal,2,0.5,21,24,1958.5
V5DEV_158,Yves Saint Laurent,STATUS,ORIGINAL,1936,1960,1961,1,0,negative,positive,1,1,dior_dismissal,fashion_house_founder_accession,2,0.5,24,25,1960.5
